"",,Arbitragem
Arbitro:,Pablo dos Santos Alves (ESP / PB),
Arbitro Assistente 1:,Luis Filipe Gonçalves Correa (CBF-1 / PB),
Arbitro Assistente 2:,Oberto Santos da Silva (CBF-1 / PB),
Quarto Arbitro:,Ronan Marques da Rosa (CBF-2 / SC),
Assessor:,Fernando Lopes (ASS / SC),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:10Atraso:,,Não Houve Entrada do mandante: 20:18,Atraso:,,Não Houve
Entrada do visitante:,19:10Atraso:,,Não Houve Entrada do visitante: 20:18,Atraso:,,Não Houve
Início 1o Tempo:,19:15 Atraso:,,Não Houve Início do 2o Tempo: 20:20,Atraso:,,Não Houve
Término do 1o Tempo:,20:05 Acréscimo:,,5 min Término do 2o Tempo: 21:12,Acréscimo:,,7 min
Resultado do 1o Tempo: 0 X 1,,,Resultado Final: 0 X 3,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,19:10,Atraso:,Não Houve Entrada do mandante:,20:18,Atraso:,Não Houve
Início 1o Tempo:,19:15,Atraso:,Não Houve,Início do 2o Tempo:,20:20,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Luiz Silva ...,Luiz Silva Filho,T P,155426,1,Emerson,Emerson Jose da Conc...,T P,145650
"",,Comissão Técnica
"",Criciúma / SC,Paysandu / PA
Técnico:,Roberto Fernando Schneiger - 3324441,Técnico: Rogerio Suares Gameleira - 2789899
Auxiliar Técnico:,Vitalino Adolfo Barzotto - 1090212075,Auxiliar Técnico: Carlos Eduardo Mesquita Furtado - 4902817
Médico:,Raphael Villatorre Dias - 19616,Médico: Wilson Alves Fiel - 3930
Preparador Físico:,William Cesar Hauptmam - 4244,Preparador Físico: Ronny Reinaldo Da Silva - 002832
Massagista:,Marcelo Jose Da Silva  - 267134642,Massagista: Washington Vilhena Brasao - 1619905
Preparador De GoleiroM:a uricio Gustavo Tho Dacoregio - 8673,,Preparador De GoleiroM:a rcos Muniz Gomes - 1046150965
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
27:00,1T,25,NR,Lucas Santos Siqueira,,Paysandu/PA
15:00,2T,10,FT,Tiago Luis Martins,,Paysandu/PA
+1,2T,9,NR,Leandro de Oliveira Noronha,,Paysandu/PA
"",,,,Substituições,,
Tempo,1T/2T,,Equipe,Entrou,,Saiu
45:00,INT,Criciúma/SC,,12 - Edson Mardden Alves Perei ...,1 - Luiz Silva Filho,
45:00,INT,Criciúma/SC,,23 - Andrew Lucas Balbino Drum ...,11 - Eduardo Jose Barbosa da S ...,
15:00,2T,Criciúma/SC,,17 - Nilton Soares Rodrigues,6 - Marlon Rodrigues Xavier,
27:00,2T,Paysandu/PA,,38 - Luiz Gustavo Domingues,18 - Jhonnatan Guimaraes Sarai ...,
32:00,2T,Paysandu/PA,,9 - Leandro de Oliveira Noron ...,40 - Alexandro da Silva Batist ...,
36:00,2T,Paysandu/PA,,20 - Celso Luis Honorato Junio ...,10 - Tiago Luis Martins,
