"",Arbitragem
Arbitro:,Flavio Rodrigues Guerra (CBF-1 / SP)
Arbitro Assistente 1:,Lorival Candido das Flores (CBF-1 / RN)
Arbitro Assistente 2:,Ubiratan Bruno Viana (CBF-1 / RN)
Quarto Arbitro:,Sebastiao Rufino Ribeiro Filho (CBF-2 / PE)
Assessor:,Francisco Domingos da Silva (  / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:24Atraso:,,Não Houve Entrada do mandante: 20:30,Atraso:,,Não Houve
Entrada do visitante:,19:25Atraso:,,Não Houve Entrada do visitante: 20:30,Atraso:,,Não Houve
Início 1o Tempo:,19:30 Atraso:,,Não Houve Início do 2o Tempo: 20:32,Atraso:,,Não Houve
Término do 1o Tempo:,20:17 Acréscimo:,,2 min Término do 2o Tempo: 21:20,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 1 X 3,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,19:24,Atraso:,Não Houve Entrada do mandante:,20:30,Atraso:,Não Houve
Início 1o Tempo:,19:30,Atraso:,Não Houve,Início do 2o Tempo:,20:32,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Magrão,Alessandro Beti Rosa,T P,130014,1,Matheus,Matheus Lima Magalhaes,T P,323643
"",,Comissão Técnica,
"",Sport / PE,,América / MG
Tecnico:,Eugênio Machado Souto - 033326 - P/SP,Tecnico:,Paulo Silas Do Prado Pereira - 053075 - P/SP
Auxiliar Tecnico:,Ridênio Borges De Oliveira - 006447 - G/RJ,Auxiliar Tecnico:,Paulo Antonio Do Prado Pereira - 064477 - P/SP
Medico:,Leonardo Freire Monteiro - 16.119,Medico:,Afonso Rangel De Souza - 9618 -  MG
Preparador Fisico:,Eduardo Alexandre Baptista - 006265 - G/SP,Preparador Fisico:,Marcelo Souza Luchesi - 10243 - G/MG
Massagista:,Edson Batista Ferreira - 3.307.517,Massagista:,Silvio Junior Nunes Da Silva - 4.761.735
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
10:00,2T,Sport/PE,,33 - Alejandro Saul Chumacero  ...,8 - Ailton do Nascimento Corr ...
16:00,2T,América/MG,,15 - Marcelo Rosa Moura Marque ...,8 - Gualberto Luiz da Silva J ...
20:00,2T,Sport/PE,,17 - Anderson Francisco Nunes,39 - Euvaldo Jose de Aguiar Ne ...
25:00,2T,América/MG,,18 - Alessandro Nunes,7 - Maycon Vinicius Ferreira  ...
27:00,2T,América/MG,,16 - Kleber do Amaral Ribeiro,11 - Willians dos Santos Santa ...
28:00,2T,Sport/PE,,11 - Felipe Azevedo dos Santos ...,12 - Patric Cabral Lalau
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
14:00,1T,10,NR,Marcos Aurelio de Oliveira Lima,,Sport/PE
37:00,1T,2,NR,Elson Ferreira de Souza,,América/MG
34:00,2T,10,NR,Renato Escobar Baruffi,,América/MG
41:00,2T,10,NR,Renato Escobar Baruffi,,América/MG
"",,,,Cartões Amarelos,
Tempo,1T/2T,No,Nome do Jogador,,Equipe
42:00,1T,11,Willians dos Santos Santana,,América/MG
"",,,Motivo: Por calçar seu adversário.,,
05:00,2T,9,Elvis Vieira Araujo,,América/MG
"",,,Motivo: Por empurrar seu adversário.,,
06:00,2T,5,Andrei Girotto,,América/MG
"",,,Motivo: Por calçar seu adversário.,,
31:00,2T,1,Matheus Lima Magalhaes,,América/MG
"",,,Motivo: Por retardar o reinício de jogo.,,
38:00,2T,11,Felipe Azevedo dos Santos,,Sport/PE
"",,,Motivo: Por calçar seu adversário.,,
"",,,,Cartões Vermelhos,
"",,,NÃO HOUVE EXPULSÕES,,
