"",Arbitragem
Arbitro:,Paulo H Schleich Vollkopf (CBF-1 / MS)
Arbitro Assistente 1:,Leandro dos Santos Ruberdo (CBF-1 / MS)
Arbitro Assistente 2:,Sérgio Alexandre da Silva (CBF-1 / MS)
Quarto Arbitro:,Rodrigo Guarizo Ferreira do Amaral (CBF-2 / SP)
Assessor:,Gilberto Corrale (ASS / SP)
Delegado Local:,Abel Barrozo Sobrinho (000 / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:20Atraso:,,Não Houve Entrada do mandante: 21:28,Atraso:,,Não Houve
Entrada do visitante:,20:20Atraso:,,Não Houve Entrada do visitante: 21:29,Atraso:,,Não Houve
Início 1o Tempo:,20:30 Atraso:,,Não Houve Início do 2o Tempo: 21:31,Atraso:,,Não Houve
Término do 1o Tempo:,21:16 Acréscimo:,,1 min Término do 2o Tempo: 22:20,Acréscimo:,,4 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 1 X 1,,,
"",,,,Relação de Jogadores,,,
"",,Linense / SP,,,Botafogo / PB,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
12,Oliveira,Ederaldo Antonio de  ...,T P,150105 1 Michel Alves,Michel Aluizio da Cr...,T P,146379
3,Adalberto,Adalberto Hilario Fe ...,T P,165391 2 Angelo,Tony Angelo de Jesus...,T P,296138
4,Ednei,Ednei Barbosa de Souza,T P,293385 3 Plinio,Plinio Marcos da Silva,T P,156897
5,Marcos,Marcos Antonio Almei ...,T P,345210 4 Magno,Magno Alves dos Santos,T P,188559
6,Guilherme,Guilherme Henrique d ...,T P,305721 5 Djavan,Djavan Aulim Candido...,T P,358911
7,Leandro,Leandro de Medeiros  ...,T P,166249 6 Marcelo,Marcelo Rodrigo Xavier,T P,175954
8,Ze Antonio,Jose Antonio Pereira,T P,159237 7 Carlinhos,Carlos Antonio de So...,T P,310070
10,Thiago,Thiago Humberto Gomes,T P,159768 8 Val,Lucivaldo Lazaro de ...,T P,166989
18,Gabrielzinho,Gabriel Airton de Souza,T P,405970 9 Muller,Muller Fernandes de ...,T P,176902
19,Ricardinho,Ricardo Alves Pereira,T P,170036 10 Pedro Henr ...,Pedro Henrique de Ca...,T P,297781
27,Auro,Auro Alvaro da Cruz  ...,T P,321561 11 Jerfferson,Jerfferson de Kassio...,T P,383914
1,Reynaldo,Reynaldo Moura Macha ...,R P,294101 12 Edson,Edson Oliveira Barreto,R P,334836
13,Jorge Luiz,Jorge Luiz Alves Justino,R P,162487 14 Nildo,Nildo Souza da Silva,R P,346431
16,Josileudo,Josileudo Rodrigues  ...,R P,176416 15 Gedeil,Gedeil da Silva Daudt,R P,155127
17,Bruno,Bruno Grunewald Paiva,R P,302227 16 Gustavo,Jose Gustavo Pereira...,R P,187568
20,Anderson A ...,Anderson Angus Aquino,R P,161518 17 Warley,Warley Silva dos Santos,R P,129325
21,Fillipe So ...,Fillipe Soutto Mayor ...,R P,190417 18 Janeudo,Janeudo Oliveira Santos,R P,187141
23,William,William de Oliveira  ...,R P,301087 19 Joeliton,Joeliton Carvalho de...,R P,430412
25,Paulo Henr ...,Paulo Henrique Marti ...,R P,181617,,,
26,Shumaker,Thiago Maier Santos,R P,170369,,,
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
17:00,1T,10,PN,Thiago Humberto Gomes,,Linense/SP
25:00,1T,9,NR,Muller Fernandes de Araujo,,Botafogo/PB
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
09:00,2T,Linense/SP,,23 - William de Oliveira Pottk ...,19 - Ricardo Alves Pereira
25:00,2T,Linense/SP,,20 - Anderson Angus Aquino,18 - Gabriel Airton de Souza
27:00,2T,Botafogo/PB,,19 - Joeliton Carvalho de Souz ...,9 - Muller Fernandes de Arauj ...
30:00,2T,Botafogo/PB,,18 - Janeudo Oliveira Santos,10 - Pedro Henrique de Castro  ...
30:00,2T,Linense/SP,,17 - Bruno Grunewald Paiva,10 - Thiago Humberto Gomes
43:00,2T,Botafogo/PB,,15 - Gedeil da Silva Daudt,5 - Djavan Aulim Candido de S ...
