"",Arbitragem
Arbitro:,Francisco de Paula dos Santos Silva Neto (CBF-1 / RS)
Arbitro Assistente 1:,Jorge Eduardo Bernardi (CBF-1 / RS)
Arbitro Assistente 2:,Lucio Beiersdorf Flor (CBF-1 / RS)
Quarto Arbitro:,João Ennio Sobral (CBF-2 / RJ)
Assessor:,João José da Silva Loureiro (ASS / RJ)
Delegado Local:,Marcelo Carlos Nascimento Viana (000 / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:20Atraso:,,Não Houve Entrada do mandante: 20:29,Atraso:,,Não Houve
Entrada do visitante:,19:20Atraso:,,Não Houve Entrada do visitante: 20:29,Atraso:,,Não Houve
Início 1o Tempo:,19:30 Atraso:,,Não Houve Início do 2o Tempo: 20:32,Atraso:,,Não Houve
Término do 1o Tempo:,20:17 Acréscimo:,,2 min Término do 2o Tempo: 21:21,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 1,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,19:20,Atraso:,Não Houve Entrada do mandante:,20:29,Atraso:,Não Houve
Início 1o Tempo:,19:30,Atraso:,Não Houve,Início do 2o Tempo:,20:32,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Martin And ...,Martin Andres Silva  ...,T P,459582,1,Juliano,Juliano Aparecido do...,T P,184393
"",,Comissão Técnica
"",Vasco da Gama / RJ,Crb / AL
Auxiliar Técnico:,Crizan Cesar De Oliveira Filho - 99328542715,Técnico: Uiles Freitas Junior - 037092 P-SP
Auxiliar Técnico:,Crizan Cesar De Oliveira Filho - 99328542715,Auxiliar Técnico: João Dermival Brigatti - 037771 P-SP
Preparador Físico:,Joelton Francisco Urtiga - 1826226737,Médico: Orlando Bahia - 2461AL
Técnico:,Jorge De Amorim Campos - 81276362749,Preparador Físico: Adriano De Oliveira Gomes - 001148 G/AL
Médico:,Raphael Dos Santos Leon Blum - 4423594706,Massagista: Francisco De Assis Rodrigues Miranda - 2001196558
Massagista:,Sebastiao Freire Da Silva - 1220158780,Preparador De Goleiro_:_ __________________________________________________________________ - _______________
Preparador De GoleiroF:a bio Muchinel Tepedino - 5179461650,,
"",,Gols
Tempo 1T/2T,No Tipo Nome do Jogador,Equipe
30:00 1T,6 FT Diego Pereira Correa,Crb/AL
+2 2T,13 NR Rafael Vaz dos Santos,Vasco da Gama/RJ
"",,Comissão Técnica
"",Vasco da Gama / RJ,Crb / AL
Auxiliar Técnico:,Crizan Cesar De Oliveira Filho - 99328542715,Técnico: Uiles Freitas Junior - 037092 P-SP
Auxiliar Técnico:,Crizan Cesar De Oliveira Filho - 99328542715,Auxiliar Técnico: João Dermival Brigatti - 037771 P-SP
Preparador Físico:,Joelton Francisco Urtiga - 1826226737,Médico: Orlando Bahia - 2461AL
Técnico:,Jorge De Amorim Campos - 81276362749,Preparador Físico: Adriano De Oliveira Gomes - 001148 G/AL
Médico:,Raphael Dos Santos Leon Blum - 4423594706,Massagista: Francisco De Assis Rodrigues Miranda - 2001196558
Massagista:,Sebastiao Freire Da Silva - 1220158780,Preparador De Goleiro_:_ _______________________________________________________
Preparador De GoleiroF:a bio Muchinel Tepedino - 5179461650,,
"",,Gols
Tempo 1T/2T,No Tipo Nome do Jogador,Equipe
30:00 1T,6 FT Diego Pereira Correa,Crb/AL
+2 2T,13 NR Rafael Vaz dos Santos,Vasco da Gama/RJ
NR = Normal | PN = Pênalti | CT = Contra | FT = Falta,,
"",,Cartões Amarelos
Tempo 1T/2T,No Nome do Jogador,Equipe
06:00 2T,5 Marcelo de Mattos Terra,Vasco da Gama/RJ
"",Motivo: A2.1.  Reclamar / protestar (verbalmente ou por gestos) ostensiva e ofensivamente contra decisão da arbitragem. - Por,
"",reclamar de forma acistosa após derrubar o adversário.,
12:00 2T,9 Euvaldo Jose de Aguiar Neto,Crb/AL
"",Motivo: A1.3.  Cometer uma falta tática para impedir um ataque promissor - Por empurrar o adversário impedindo um ataque,
"",promissor.,
16:00 2T,7 Rivaldo Barbosa de Souza,Crb/AL
"",Motivo: A1.5.  Tocar a bola com a mão para impedir adversário tenha posse da mesma o desenvolva um ataque (exceto goleiro) - Por,
"",colocar a mão na bola de forma acistosa,
18:00 1T,5 Olivio Aparecido Costa,Crb/AL
"",Motivo: A1.13.  Dar uma entrada contra um adversário de maneira temerária na disputa da bola - Por calçar o adversário de forma,
"",temerária na disputa de bola.,
43:00 2T,1 Juliano Aparecido dos Santos,Crb/AL
"",Motivo: A3.  Retardar o reinício do jogo  - Por retardar o reinício do jogo no tiro de meta.,
"",Cartões Vermelhos,
"",NÃO HOUVE EXPULSÕES,
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
+3:00,2T,Crb/AL,,14 - Dakson Soares da Silva,7 - Rivaldo Barbosa de Souza
45:00,INT,Vasco da Gama/RJ,,17 - Eder Luis de Oliveira,2 - Bruno Ferreira dos Santos ...
21:00,2T,Vasco da Gama/RJ,,20 - Evander da Silva Ferreira ...,5 - Marcelo de Mattos Terra
30:00,2T,Crb/AL,,15 - Rodolfo Jose da Silva Bar ...,10 - Luidy Viegas
35:00,2T,Crb/AL,,18 - Wigor Alan do Nascimento,8 - Matheus Galdezani
35:00,2T,Vasco da Gama/RJ,,13 - Rafael Vaz dos Santos,9 - Thalles Lima da Conceição ...
