"",Arbitragem
Arbitro:,Wagner do Nascimento Magalhaes (CBF-1 / RJ)
Arbitro Assistente 1:,Dibert Pedrosa Moises (ESP / RJ)
Arbitro Assistente 2:,Jackson L Massarra dos Santos (CBF-1 / RJ)
Quarto Arbitro:,Marcelo Alves dos Santos (CBF-1 / MT)
Delegado:,Flavio Gilberto Kanitz (  / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:55Atraso:,,Não Houve Entrada do mandante: 16:58,Atraso:,,Não Houve
Entrada do visitante:,15:57Atraso:,,Não Houve Entrada do visitante: 16:59,Atraso:,,Não Houve
Início 1o Tempo:,16:00 Atraso:,,Não Houve Início do 2o Tempo: 17:00,Atraso:,,Não Houve
Término do 1o Tempo:,16:45 Acréscimo:,,Não Houve Término do 2o Tempo: 17:46,Acréscimo:,,1 min
Resultado do 1o Tempo: 2 X 0,,,Resultado Final: 3 X 0,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,15:55,Atraso:,Não Houve Entrada do mandante:,16:58,Atraso:,Não Houve
Início 1o Tempo:,16:00,Atraso:,Não Houve,Início do 2o Tempo:,17:00,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Gabriel,Gabriel Christoni Leite,T P,184460,1,Jair,Jair Neilon da Silva,T P,136474
"",,Comissão Técnica,
"",Luverdense / MT,,Aguia / PA
Tecnico:,Dilceu Rocha Junior - 1075240273,Tecnico:,João Maria Galvão - 2516647 PA
Auxiliar Tecnico:,Fernando Marchiori Lavagnoli - 080027 SP CREF,Auxiliar Tecnico:,Edilson Rodrigues Monteiro - 012229 P/MG
Medico:,Paulo Roberto Marques Junior - 7006 MT,Medico:,Jorge Antonio C Gomes - 4666
Preparador Fisico:,Hamilton Francisco Faria - 005092GSP,Preparador Fisico:,Gesiel Pasiani - 047594 G/SP
Massagista:,Raoni Maciel Silvestre Alves - 37371717 SP,Massagista:,Nivaldo Costa Duarte - 9800143334 AL
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
17:00,2T,Aguia/PA,,17 - Wando da Costa Silva,7 - Ismael dos Santos Gales
17:00,2T,Aguia/PA,,18 - Arlisson Sousa Cardoso,10 - Diego Luyse de Lara
21:00,2T,Luverdense/MT,,16 - Samuel de Carvalho Almeid ...,10 - Rafael Aparecido de Paulo ...
29:00,2T,Luverdense/MT,,17 - Marcelo de Souza Maciel,9 - Romario Marques Rodrigues ...
30:00,2T,Aguia/PA,,16 - Luiz Fernando Macedo dos  ...,18 - Arlisson Sousa Cardoso
39:00,2T,Luverdense/MT,,18 - Bismark de Araujo Ferreir ...,8 - Washington Pires de Olive ...
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
20:00,1T,11,NR,Misael Silva Jansen,,Luverdense/MT
45:00,1T,10,NR,Rafael Aparecido de Paulo Tavares,,Luverdense/MT
44:00,2T,16,NR,Samuel de Carvalho Almeida,,Luverdense/MT
"",,,,Cartões Amarelos,
Tempo,1T/2T,No,Nome do Jogador,,Equipe
03:00,1T,10,Diego Luyse de Lara,,Aguia/PA
"",,,Motivo: Calçar adversário,,
14:00,1T,8,Washington Pires de Oliveira,,Luverdense/MT
"",,,Motivo: Calçar adversário,,
41:00,1T,8,Carlos Augusto Farias,,Aguia/PA
"",,,Motivo: Calçar adversário,,
00:00,1T,11,Misael Silva Jansen,,Luverdense/MT
"",,,Motivo: Calçar adversário,,
"",,,,Cartões Vermelhos,
"",,,,NÃO HOUVE EXPULSÕES,
