"",Arbitragem
Arbitro:,Luiz Flavio de Oliveira (ASP-FIFA / SP)
Arbitro Assistente 1:,Emerson Augusto de Carvalho (FIFA / SP)
Arbitro Assistente 2:,Carlos Berkenbrock (ESP / SC)
Quarto Arbitro:,Wales Martins de Souza (CBF-2 / DF)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:52Atraso:,,Não Houve Entrada do mandante: 20:00,Atraso:,,Não Houve
Entrada do visitante:,18:50Atraso:,,Não Houve Entrada do visitante: 20:00,Atraso:,,Não Houve
Início 1o Tempo:,19:00 Atraso:,,Não Houve Início do 2o Tempo: 20:01,Atraso:,,Não Houve
Término do 1o Tempo:,19:46 Acréscimo:,,1 min Término do 2o Tempo: 20:49,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 2 X 0,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,18:52,Atraso:,Não Houve Entrada do mandante:,20:00,Atraso:,Não Houve
Início 1o Tempo:,19:00,Atraso:,Não Houve,Início do 2o Tempo:,20:01,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Antonio,Antonio Eduardo Furq ...,T P,351454,1,Eder,Eder Donizete Duarte...,T P,153275
"",,Comissão Técnica,
"",Vila Nova / GO,,Treze / PB
Tecnico:,Heriberto Longuimhjo Da Cunha - 11881254,Tecnico:,Luciano Ruskowski Da Silva - 8049075065
Auxiliar Tecnico:,Hermogenes Cavalcante Neto - 1397 GO,Auxiliar Tecnico:,Jeferson Ribeiro Da Silva - 1071703472
Medico:,Rodolfo Rogvagnol Cambota - 12081,Medico:,Ricardo Jose Ramos Loureiro - 2776
Preparador Fisico:,Alexandre Irineu De Carvalho - 3861,Preparador Fisico:,Sergio Waldemirv.picanço - 005164-6
Massagista:,Almir Carlos De Souza  - 1726310,Massagista:,João Sousa - 10401000
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Treze/PB,,18 - Leonardo Hermes Lau,9 - Tiago Oliveira de Souza
12:00,2T,Treze/PB,,14 - Joao Emanoel Ferreira Sou ...,11 - Tulio Renan Souza Xavier
28:00,2T,Vila Nova/GO,,14 - Alan Pires da Graça,6 - Bruno Felipe de Abreu Bar ...
28:00,2T,Treze/PB,,20 - Rafael Batista,6 - Anderson Paim de Rodrigue ...
32:00,2T,Vila Nova/GO,,13 - Douglas Assis de Oliveira ...,3 - Vitor Ferreira Pio
36:00,2T,Vila Nova/GO,,17 - Alisson Leandro Worubi,8 - Osmar Vieira da Silva Jun ...
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
42:00,1T,9,NR,Carlos Esteban Frontini,,Vila Nova/GO
21:00,2T,9,NR,Carlos Esteban Frontini,,Vila Nova/GO
"",,,,Cartões Amarelos,
Tempo,1T/2T,No,Nome do Jogador,,Equipe
15:00,1T,3,Vitor Ferreira Pio,,Vila Nova/GO
"",,,Motivo: Atitude antidesportiva,,
17:00,1T,10,Cristian Martins Cabral,,Treze/PB
"",,,Motivo: Calçar adversario,,
24:00,1T,4,Levino Floriano Horn Neto,,Vila Nova/GO
"",,,Motivo: Calçar adversario,,
25:00,1T,10,Thiago Marin Martir,,Vila Nova/GO
"",,,Motivo: Atitude antidesportiva,,
37:00,1T,8,Rodrigo Celeste,,Treze/PB
"",,,Motivo: Calçar adversario,,
35:00,2T,3,Luiz Paulo Daniel Barbosa,,Treze/PB
"",,,Motivo: Calçar adversario,,
44:00,2T,5,Arthur Fernandes Silva Batista,,Vila Nova/GO
"",,,Motivo: Retardar reinicio de jogo,,
"",,,,Cartões Vermelhos,
"",,,,NÃO HOUVE EXPULSÕES,
