"",Arbitragem
Arbitro:,Johnn Herbert Alves Bispo (CBF-2 / BA)
Arbitro Assistente 1:,Jose Raimundo Dias da Hora (CBF-2 / BA)
Arbitro Assistente 2:,Paulo de Tarso Bregalda Gussen (CBF-2 / BA)
Quarto Arbitro:,Rodrigo Carvalhaes de Miranda (CBF-2 / RJ)
Assessor:,Sergio de Oliveira Santos (ASS / RJ)
Delegado Local:,Ivan Paulo Toledo Silva (000 / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:50Atraso:,,Não Houve Entrada do mandante: 22:00,Atraso:,,Não Houve
Entrada do visitante:,20:50Atraso:,,Não Houve Entrada do visitante: 22:00,Atraso:,,Não Houve
Início 1o Tempo:,21:00 Atraso:,,Não Houve Início do 2o Tempo: 22:02,Atraso:,,Não Houve
Término do 1o Tempo:,21:47 Acréscimo:,,2 min Término do 2o Tempo: 22:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Macaé / RJ,,,Mogi Mirim / SP,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Rafael,Alberto Rafael da Silva,T P,170739 1 Daniel,Daniel Martins Guimaraes T,P,174365
2,Igor,Igor de Carvalho Juliao,T P,307616 2 Dunguinha,Cleysson Vinicius Ol... T,P,311118
3,Rodrigo,Rodrigo Frauches de  ...,T P,306202 3 Fabio,Fabio Pizarro Sanches T,P,186135
4,Thiago,Thiago Cardoso,T P,190230 4 Elton,Elton Avelino T,P,155874
5,Gedeil,Gedeil da Silva Daudt,T P,155127 5 Magal,Sidnei da Silva T,P,146581
6,Diego,Diego Pereira Correa,T P,161603 6 Diego,Diego Evangelista do... T,P,181398
7,Wesley,Wesley Henrique Lima ...,T P,170477 7 Emerson,Emerson Gomes de Moura T,P,183099
8,Junior,Paulo Roberto Valour ...,T P,179395 8 Ruster,Ruster Santos Dajura T,P,386631
9,Anselmo,Anselmo Tadeu Silva  ...,T P,143708 9 Jo,Joarlem Batista Santos T,P,402803
10,Fernando,Fernando Jose da Cun ...,T P,321820 10 Marlon,Marlon Luiz Lopes T,P,351619
11,Wagner,Wagner Correa Machado,T P,175258 11 Paulo,Paulo de Souza Junior T,P,412193
12,Marcos,Marcos Felipe de Fre ...,R P,318563 12 Guilherme,Guilherme Martins Santos R,A,506117
13,Henrique,Henrique Loureiro do ...,R P,167360 13 Pablo,Pablo Ricardo de Souza R,P,303037
14,Douglas,Douglas Assis de Oli ...,R P,174616 14 Henrique,Henrique Marcelino Motta R,P,187333
15,Jones,Jones Leandro Souza  ...,R P,161624 15 Romario,Jonathan de Almeida ... R,P,329589
16,Brinner,Brinner Henrique San ...,R P,176451 16 Gustavo,Gustavo Nascimento d... R,P,371956
17,Bruno Luiz,Bruno Luiz dos Santos,R P,185199 17 Sergio Hen ...,Sergio Henrique Fran... R,P,169767
18,dos Santos,Leonardo Santos do Vale,R P,189941 18 Matheus,Matheus Cardoso de Souza R,P,333800
19,Alisson,Alisson Guirra Reis  ...,R P,172132 19 Anderson,Anderson Indalencio ... R,P,326257
20,Aloisio,Aloisio Pereira Magnago,R P,169861 20 Luiz Ferna ...,Luiz Fernando Correa... R,P,178489
21,Marquinhos,Marcos Moreira de Souza,R P,299111,,,
22,Anderson,Anderson dos Santos  ...,R P,189424,,,
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
23:00,1T,10,NR,Fernando Jose da Cunha Neto,,Macaé/RJ
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Mogi Mirim/SP,17 - Sergio Henrique Francisco ...,10 - Marlon Luiz Lopes
45:00,INT,Mogi Mirim/SP,18 - Matheus Cardoso de Souza,8 - Ruster Santos Dajura
32:00,1T,Macaé/RJ,14 - Douglas Assis de Oliveira ...,4 - Thiago Cardoso
14:00,2T,Mogi Mirim/SP,20 - Luiz Fernando Correa Sale ...,9 - Joarlem Batista Santos
27:00,2T,Macaé/RJ,19 - Alisson Guirra Reis Calca ...,5 - Gedeil da Silva Daudt
38:00,2T,Macaé/RJ,22 - Anderson dos Santos Silva ...,7 - Wesley Henrique Lima Silv ...
