"",Arbitragem
Arbitro:,Leandro Saraiva Dantas de Oliveira (CBF-1 / RN)
Arbitro Assistente 1:,Ubiratan Bruno Viana (CBF-2 / RN)
Arbitro Assistente 2:,Jean Marcio dos Santos (CBF-2 / RN)
Quarto Arbitro:,Emanuel Diniz de Araujo (CBF-2 / PB)
Assessor:,Ednaldo da Silva Almeida (ASS / PB)
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,15:55Atraso:,,5 min,Entrada do mandante: 16:59,Atraso:,,Não Houve
Entrada do visitante:,15:45Atraso:,,Não Houve,Entrada do visitante: 17:04,Atraso:,,3 min
Início 1o Tempo:,16:00 Atraso:,,Não Houve,Início do 2o Tempo: 17:05,Atraso:,,4 min
Término do 1o Tempo:,16:46 Acréscimo:,,1 min,Término do 2o Tempo: 17:53,Acréscimo:,,3 min
Resultado do 1o Tempo: 0 X 0,,,,Resultado Final: 1 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Botafogo / PB,,,C.r.a.c. / GO,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Genivaldo,Genivaldo Wencelau R ...,T P,137686 1 Joao Pedro,Joao Pedro Ferreira Luiz,T P,324895
2,Ferreira,Antonieliton Ferreir ...,T P,151449 2 Tiago Sala,Tiago Sala,T P,154309
3,Magno,Magno Alves dos Santos,T P,188559 3 Luciano,Luciano da Costa Fer...,T P,138389
4,Walter,Walter Januario de P ...,T P,165485 4 Fabio,Fabio Carleandro da ...,T P,132391
5,Peu,Zaquel Jose de Oliveira,T P,182304 5 Luiz,Luiz Oliveira dos Sa...,T P,146792
6,Cazumba,Alex dos Santos Cazumba,T P,172555 6 Karlos,Karlos Wagner da Sil...,T P,295241
7,Rafael,Rafael Jose Leite Aidar,T P,161693 7 Everton,Everton da Silva Furtado,T P,403978
8,Hercules,Francisco Hercules d ...,T P,169274 8 Neto,Jose Neto Costa Reis,T P,160876
9,Carlos,Carlos Esteban Frontini,T P,147313 9 Washington,Washington Luiz Gome...,T P,187183
10,Lenilson,Lenilson Batista de  ...,T P,142996 10 Diego,Diogo Justino Medeiros,T P,177612
11,Chapinha,Hilton Jose Firmino  ...,T P,167244 11 Pitio,Roberto Nascimento d...,T P,182469
12,Carlos,Carlos Roberto Perei ...,R P,176498 12 Donizeti,Luciano Donizeti Nun...,R P,133033
14,Jose Leandro,Jose Leandro Vieira  ...,R P,168581 13 Tiago,Tiago de Araujo Silva,R P,315003
15,Andre,Andre de Lima Silva,R P,163413 14 Diego,Diego Aparecido Perini,R P,185594
16,Luiz Gustavo,Luis Gustavo Pereira ...,R P,189391 15 Vinicius,Vinicius dos Santos Reis,R P,306116
17,Izaias,Izaias Gabriel Ramos ...,R P,156035 16 Araujo,Antonio Araujo Silva,R P,179696
18,Diego,Diego Sousa Teles,R P,177785 17 Romulo,Romulo Marques Antoneli,R P,142190
19,Leomir,Leomir Soares Cruz,R P,184246 18 Rafael,Rafael Sayao Rodrigu...,R P,370076
20,Soares,Hiziel de Souza Soares,R P,166291,,,
21,Bade,Moacir Monteiro da S ...,R P,138172,,,
22,Joao,Joao Lucas Matias Pe ...,R P,378036,,,
23,Luiz Paulo,Luiz Paulo Santana d ...,R P,317236,,,
"",,Comissão Técnica,
"",Botafogo / PB,,C.r.a.c. / GO
Tecnico:,Marcelo Vilar - 053475 G/SP,Tecnico:,Laurence Moises Camargo Egert - 387395684 SP
Auxiliar Tecnico:,Antonio Carlos O. Barros - 910020917-CE,Auxiliar Tecnico:,Valdenir Rodrigues Da Silva - 98002395275 -CE
Medico:,Fabio Farias De Lima - 4680,Medico:,----------- - ------
Preparador Fisico:,Alexandre Q. Duarte - 53475 G/SP,Preparador Fisico:,Sander Mendes Ramos - 7031288637-RS
Massagista:,Ermírio De Sousa Lima Filho - 903501- PB,Massagista:,- ---------
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
03:00,2T,8,NR,Francisco Hercules de Araujo,,Botafogo/PB
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
20:00,2T,Botafogo/PB,,20 - Hiziel de Souza Soares,7 - Rafael Jose Leite Aidar
23:00,2T,C.r.a.c./GO,,15 - Vinicius dos Santos Reis,7 - Everton da Silva Furtado
26:00,2T,Botafogo/PB,,21 - Moacir Monteiro da Silva  ...,6 - Alex dos Santos Cazumba
29:00,2T,Botafogo/PB,,19 - Leomir Soares Cruz,10 - Lenilson Batista de Jesus ...
30:00,2T,C.r.a.c./GO,,16 - Antonio Araujo Silva,9 - Washington Luiz Gomes da  ...
40:00,2T,C.r.a.c./GO,,18 - Rafael Sayao Rodrigues de ...,11 - Roberto Nascimento dos Sa ...
