"",Arbitragem
Arbitro:,Eduardo Tomaz de Aquino Valadao (CBF-1 / GO)
Arbitro Assistente 1:,Cristhian Passos Sorence (ESP-2 / GO)
Arbitro Assistente 2:,Jesmar Benedito Miranda de Paula (CBF-1 / GO)
Quarto Arbitro:,Clizaldo L M Di Pace França (CBF-2 / PB)
Assessor:,Joao Bosco Honorato (ASS / PB)
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,18:59Atraso:,,9 min,Entrada do mandante: 20:05,Atraso:,,Não Houve
Entrada do visitante:,18:54Atraso:,,4 min,Entrada do visitante: 20:04,Atraso:,,Não Houve
Início 1o Tempo:,19:04 Atraso:,,4 min,Início do 2o Tempo: 20:06,Atraso:,,Não Houve
Término do 1o Tempo:,19:51 Acréscimo:,,2 min,Término do 2o Tempo: 20:54,Acréscimo:,,3 min
Resultado do 1o Tempo: 3 X 0,,,,Resultado Final: 3 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Treze / PB,,,Salgueiro / PE,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Gilson,Gilson Rodrigo Franc ...,T P,140020 1 Luciano,Luciano da Rocha Nas...,T P,161304
2,Alisson,Alisson Pereira Santana,T P,314533 2 Marcos Tam ...,Marcos Roberto Nasci...,T P,156119
3,Wanderson,Wanderson Santos Pereira,T P,300394 3 Ranieri,Ranieri da Silva Rod...,T P,151886
4,Luiz Paulo,Luiz Paulo Daniel Ba ...,T P,293201 4 Ricardo,Ricardo Braz de Lima,T P,184849
5,Charles Va ...,Charles Vagner Souza ...,T P,158175 5 Jef,Jose Jeffson Cordeir...,T P,178383
6,Augusto,Carlos Augusto Almei ...,T P,172014 6 Alessandro,Alessandro Silva de ...,T P,182630
7,Joao,Joao Emanoel Ferreir ...,T P,381292 7 Rodolfo,Gerson Rodolfo da Silva,T P,183707
8,Magno,Magno Souza da Silva,T P,292998 8 Kiros,Kiros Stanley Soares...,T P,294014
9,Rafael Nas ...,Rafael Oliveira Nasc ...,T P,182088 9 Fabricio,Fabricio Carlos Cost...,T P,133765
10,Tessio,Tessio Lucas Ferreir ...,T P,361925 10 Anderson,Anderson da Silva,T P,306024
11,Helinho,Helio Alves da Slva  ...,T P,305776 11 Elvis,Elvis Jose de Lima,T P,172045
12,Eder,Eder Donizete Duarte ...,R P,153275 12 Mandragon,Jose Correia de Arau...,R P,162211
14,Oliveira,Bruno Giglio de Oliveira,R P,162973 13 Alemao,Aylton Ferreira Ananias,R P,188672
15,Osmar,Osmar Coelho Claudiano,R P,145757 14 Daniel,Daniel Rodrigues Nazare,R P,336836
16,Bruno,Bruno de Paula Ribei ...,R P,160939 15 Pio,Jovaldo Nunes dos Sa...,R P,161305
17,Jonathan,Jonathan Oliveira Gu ...,R P,307486 16 Diego,Diego Giulici de Campos,R P,169755
18,Bruno,Bruno Aquino Morais,R P,291699 17 Ze Roberto,Jose Roberto Assunca...,R P,334457
19,Cleber,Cleber Gean Feitosa  ...,R P,422732 18 Valdeir,Valdeir Batista de Souza,R P,341083
"",,,,19 Everton,Everton Nascimento d...,R P,367894
"",,,,20 Gustavo Al ...,Gustavo Alves de Sou...,R A,465667
"",,Comissão Técnica,
"",Treze / PB,,Salgueiro / PE
Tecnico:,Everton Antunes Benevides - 139176-GO,Tecnico:,Fernando Rogerio De Alcântara - 16504816-SP
Auxiliar Tecnico:,Fábio Menezes Hubner - 691974-MG,Auxiliar Tecnico:,José Fernando F. Gonçalves - 12471973-SP
Medico:,Antonio Nelbi Fernandes - 2982,Medico:,Carlos Frederico S. R. De Barros - 13892-PE
Preparador Fisico:,Pedro Emidio Da Silva Neto - 00118-RN,Preparador Fisico:,Glaydson Cassio Galdino Da Silva - 4285-PE
Massagista:,João Sousa - 1040100-RN,Massagista:,João Paulo Vieira - 6119622-PE
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
09:00,1T,4,CT,Ricardo Braz de Lima,,Salgueiro/PE
41:00,1T,9,NR,Rafael Oliveira Nascimento,,Treze/PB
42:00,1T,10,NR,Tessio Lucas Ferreira Caja,,Treze/PB
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
27:00,1T,Salgueiro/PE,,14 - Daniel Rodrigues Nazare,6 - Alessandro Silva de Arauj ...
13:00,2T,Salgueiro/PE,,18 - Valdeir Batista de Souza,11 - Elvis Jose de Lima
20:00,2T,Salgueiro/PE,,17 - Jose Roberto Assuncao de  ...,8 - Kiros Stanley Soares Ferr ...
31:00,2T,Treze/PB,,15 - Osmar Coelho Claudiano,11 - Helio Alves da Slva Junio ...
35:00,2T,Treze/PB,,17 - Jonathan Oliveira Guimara ...,10 - Tessio Lucas Ferreira Caj ...
40:00,2T,Treze/PB,,18 - Bruno Aquino Morais,3 - Wanderson Santos Pereira
