"",Arbitragem
Arbitro:,Alexandre Vargas Tavares de Jesus (CBF-2 / RJ)
Arbitro Assistente 1:,Andrea Izaura Maffra Marcelino de Sa (ASP-FIFA / RJ)
Arbitro Assistente 2:,Carlos Henrique Alves de Lima Filho (CBF-2 / RJ)
Quarto Arbitro:,Dyorgines Jose Padovani de Andrade (CBF-2 / ES)
Assessor:,Jose Tarcisio Coelho (ASS / ES)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:20Atraso:,,Não Houve Entrada do mandante: 17:24,Atraso:,,Não Houve
Entrada do visitante:,16:19Atraso:,,Não Houve Entrada do visitante: 17:25,Atraso:,,Não Houve
Início 1o Tempo:,16:30 Atraso:,,Não Houve Início do 2o Tempo: 17:30,Atraso:,,Não Houve
Término do 1o Tempo:,17:15 Acréscimo:,,Não Houve Término do 2o Tempo: 18:20,Acréscimo:,,5 min
Resultado do 1o Tempo: 3 X 0,,,Resultado Final: 3 X 2,,,
"",,,Relação de Jogadores,,,
"",,Real Noroeste Capixaba / ES,,Atlético / AC,,
No,Apelido,Nome Completo T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Harrison,Harrison Rodrigues d ... T P,359929 1 Douglas,Douglas dos Santos M...,T P,173599
2,Arlindo,Arlindo Pancieri Netto T P,178037 2 Antonio Ma ...,Antonio Marcos Rodri...,T P,179335
3,Jeferson,Jeferson Silva dos S ... T P,342430 3 Ceildo,Alceildo Souza do Na...,T P,293951
4,Suchi,Danilo Bigasz T P,187371 4,Erik Oliveira de Souza,T,350245
5,Wanderson,Wanderson Ernesto No ... T P,358944 5 Wilson,Wilson Freire de Melo,T P,163274
6,Pedrinho,Pedro Henrique Ferre ... T P,179409 6 Esquerdinha,Jeverson Paulo Moura...,T P,177820
7,Waltair,Waltair Freitas de L ... T P,176638 7 Júnior,Júnior da Silva Trag...,T P,340929
8,Marcio Luiz,Marcio Luiz Leal de  ... T P,307300 8 Valtenir,Valtenir Ferreira de...,T P,157220
9,Stenio,Stenio Garcia Dutra T P,401735 9 João Paulo,Joao Paulo Lourenco ...,T P,141083
10,Alcenil,Alcenil Soares Filho T P,154372 10 Testinha,Djames Nascimento da...,T P,132067
11,Marcio,Marcio Roberto Valen ... T P,186431 11 Eduardo,Eduardo Amancio Alve...,T P,308668
12,Marcao,Marcos Antonio Corsi ... R P,177927 12 Cledioneide,Cledioneide Fernande...,R P,309047
13,Sebastian,Sebastian Gonzaga Ri ... R P,309769 13 Morais,Ajaciel da Silva Moraes,R P,293946
14,Fabio,Fabio Junior Vieira R P,131149 14 Daniego de ...,Daniego de Matos Silva,R P,461401
15,Mirim,Frank da Silva Batista R P,168228 15 Gustavo,Gustavo Augusto dos ...,R P,308255
16,Gustavo,Gustavo Henrique Amaral R P,352966 16 Josa,Josue Silva dos Santos,R P,175137
17,Weslei,Weslei Almeida Ferreira R P,379413 17 Sávio,Sávio Souza Alves,R P,415339
18,Iverton,Iverton Paes R P,149075 18 Ailton,Ailton Oliveira da Silva,R P,174020
19,Souza,Hawahnny Gomes de SouzaR P,391605,,,
20,dos Santos,Jose Carlos dos Sant ... R P,303126,,,
"",,Comissão Técnica,
"",Real Noroeste Capixaba / ES,,Atlético / AC
Tecnico:,Wagner Roberto Oliveira - 12371 MG,Tecnico:,Gilmar Sales Bento - 116736 AC
Auxiliar Tecnico:,Genor Pancieri Morello - 1658251 MG,Auxiliar Tecnico:,Edson Izidório Da Silva - 74210 AC
Medico:,Juliano Ricardo Sena - 5878 ES,Medico:,Jose Cipriano Da Fonseca - 505 CRMES
Preparador Fisico:,--- - ---,Preparador Fisico:,Afonso Alves Da Silva - 00047
Massagista:,Celso Lopes De Carvalho - 1101216 ES,Massagista:,Rodrigo Aragão Cavalcante - 194585 AC
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
14:00,1T,9,NR,Stenio Garcia Dutra,,Real Noroeste Capixaba/ES
20:00,1T,9,NR,Stenio Garcia Dutra,,Real Noroeste Capixaba/ES
40:00,1T,9,NR,Stenio Garcia Dutra,,Real Noroeste Capixaba/ES
05:00,2T,18,NR,Ailton Oliveira da Silva,,Atlético/AC
24:00,2T,3,CT,Jeferson Silva dos Santos,,Real Noroeste Capixaba/ES
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
45:00,INT,Atlético/AC,,18 - Ailton Oliveira da Silva,9 - Joao Paulo Lourenco da Si ...
45:00,INT,Atlético/AC,,13 - Ajaciel da Silva Moraes,4 - Erik Oliveira de Souza
15:00,2T,Atlético/AC,,17 - Sávio Souza Alves,10 - Djames Nascimento da Silv ...
25:00,2T,Real Noroeste Capixaba/ES,,16 - Gustavo Henrique Amaral,9 - Stenio Garcia Dutra
34:00,2T,Real Noroeste Capixaba/ES,,18 - Iverton Paes,10 - Alcenil Soares Filho
40:00,2T,Real Noroeste Capixaba/ES,,15 - Frank da Silva Batista,11 - Marcio Roberto Valentim B ...
