"",Arbitragem
Arbitro:,Avelar Rodrigo da Silva (CBF-1 / CE)
Arbitro Assistente 1:,Marcio Gleidson Correia Dias (ASP-FIFA / PA)
Arbitro Assistente 2:,Nilton Pereira da Silva (CBF-2 / RR)
Quarto Arbitro:,Uesclei Regison Pereira dos Santos (CBF-2 / AM)
Assessor:,Raimundo Nonato da Silva (ASS / AM)
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,21:28Atraso:,,8 min,Entrada do mandante: 22:32,Atraso:,,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve,Entrada do visitante: 22:31,Atraso:,,Não Houve
Início 1o Tempo:,21:32 Atraso:,,2 min,Início do 2o Tempo: 22:33,Atraso:,,Não Houve
Término do 1o Tempo:,22:18 Acréscimo:,,1 min,Término do 2o Tempo: 23:23,Acréscimo:,,5 min
Resultado do 1o Tempo: 0 X 2,,,,Resultado Final: 2 X 2,,,
"",,,,Relação de Jogadores,,,
"",,Princesa do Solimões / AM,,,FIGUEIRENSE / SC,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Raice,Rascifran de Sena Souza,T P,166597 38,Alex Roberto Santana...,T,177010
2,Francislei,Francislei da Silva  ...,T P,153976 2,Leandro da Silva,T,178723
3,Gilson Caj ...,Gilson Mundim Costa,T P,176025 3,Marcos Roberto da Si...,T,137982
4,Deurick,Deurick Jhonatan da  ...,T P,164717 6,Marcos Pedroso,T,358318
5,Amaral,Cleyton da Silva Reis,T P,292110 7,Clayton da Silveira ...,T,380745
6,Jaime,Jaime da Silva Alves,T P,168365 11,Luiz Eduardo dos San...,T,324030
7,Edinho,Raimundo Edinho de S ...,T P,341995 16,Rafael Bastos,T,170427
8,Delciney,Delciney do Nascimen ...,T P,185072 27,Yago Felipe da Costa...,T,303718
9,Sandro,Sandro da Cunha Carneiro,T P,130162 55,Dener Gonçalves Pinheiro,T,380325
10,Douglas,Douglas Alves Ramos,T P,166588 77,Fabio Gonçalves,T,175065
11,Leo Paraiba,Leonilson da Silva M ...,T P,307827 88,Nirley da Silva Fonseca,T,295587
12,Luis,Luis Paulo de Freitas,R P,186469 13,Luiz Antonio Linhare...,R,170571
13,Ricardo,Ricardo Jeferson Men ...,R P,188564 20,William Cordeiro Melo,R,350365
14,Sérgio,Antônio Sérgio Simão ...,R P,307991 30,Jucemar de Oliveira ...,R,338365
15,Junior Baié,Abraim Junior Franco ...,R P,309569 33,Maicon Talhetti,R,185429
16,Josy,Josicley Braz da Silva,R P,179370 34,Carlos Henrique Alve...,R,348899
17,Randerson,Randerson Paiva dos  ...,R P,400404 95,Bruno Antonio dos Santos,R,316578
18,Juda,Juda Aguiar da Silva,R P,522481 97,Matheus Martins Foga...,R,412971
19,Carlinhos,Carlos Augusto Santi ...,R P,147190,,,
20,Emerson Ta ...,Emerson Alves Tavares,R P,292109,,,
21,Mauryan,Mauryan Pereira Pedroso,R P,292697,,,
23,Alessandro ...,Alessandro Liborio V ...,R P,156228,,,
"",,Comissão Técnica,
"",Princesa do Solimões / AM,,FIGUEIRENSE / SC
Tecnico:,José Marco Rodrigues - 313485,Tecnico:,Argelico Fucks - 3051756975
Auxiliar Tecnico:,Joaquim Antônio De Melo Filho - 085846095,Auxiliar Tecnico:,Glebson Robson Barroso De Lira - 1563188
Medico:,Moacir Encarnação De Lira Neto - 3076AM,Medico:,Sergio Eduardo Parucker - SC3033
Preparador Fisico:,Selsimar Maciel - 248492 RG,Preparador Fisico:,Marcos De Seixas  Correa - 005890G
Massagista:,Paulo Gomes Da Silva - 2298104,Massagista:,Fabiano Barbosa - 23074159
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
35:00,1T,77,NR,FABIO GONÇALVES,,FIGUEIRENSE/SC
37:00,1T,3,NR,MARCOS ROBERTO DA SILVA BARBOSA,,FIGUEIRENSE/SC
07:00,2T,11,PN,Leonilson da Silva Maciel,,Princesa do Solimões/AM
31:00,2T,3,NR,Gilson Mundim Costa,,Princesa do Solimões/AM
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
12:00,2T,Princesa do Solimões/AM,20 - Emerson Alves Tavares,2 - Francislei da Silva Carne ...
12:00,2T,FIGUEIRENSE/SC,97 - MATHEUS MARTINS FOGAÇA DE ...,7 - CLAYTON DA SILVEIRA DA SI ...
22:00,2T,Princesa do Solimões/AM,23 - Alessandro Liborio Vieira ...,9 - Sandro da Cunha Carneiro
24:00,2T,FIGUEIRENSE/SC,34 - CARLOS HENRIQUE ALVES PER ...,77 - FABIO GONÇALVES
41:00,2T,Princesa do Solimões/AM,16 - Josicley Braz da Silva,10 - Douglas Alves Ramos
