"",Arbitragem
Arbitro:,Eduardo Tomaz de Aquino Valadao (CBF-1 / GO)
Arbitro Assistente 1:,Bruno Raphael Pires (CBF-1 / GO)
Arbitro Assistente 2:,Edson Antonio de Sousa (CBF-2 / GO)
Quarto Arbitro:,Vanderlei Soares de Macedo (CBF-2 / DF)
Assessor:,Jose de Caldas Souza (ASS / DF)
"",,,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,,
Entrada do mandante:,19:29Atraso:,,6 min,Entrada do mandante: 20:36,Atraso:,,2 min
Entrada do visitante:,19:23Atraso:,,Não Houve,Entrada do visitante: 20:33,Atraso:,,Não Houve
Início 1o Tempo:,19:33 Atraso:,,3 min,Início do 2o Tempo: 20:37,Atraso:,,3 min
Término do 1o Tempo:,20:19 Acréscimo:,,1 min,Término do 2o Tempo: 21:26,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,,Resultado Final: 0 X 1,,,
"",,,,Relação de Jogadores,,,
"",,Brasília / DF,,,Náutico / PE,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Artur,Artur Sergio Teixeir ...,T P,186430 1 Julio Cesar,Julio Cesar de Souza...,T P,150963
2,Paulo,Paulo Ricardo Alves  ...,T P,177727 2 David,David Junio Manoel d...,T P,404381
3,Andre,Andre Oliveira Farias,T P,140932 3 Adniel,Adniel Jose da Silva...,T P,397668
4,Indio,Jose Rodolfo Tavares ...,T P,169348 4 Gaston,Gaston Filgueira Mendez,T P,517393
5,Juliao,Pedro Ayub Juliao Junior,T P,131478 5 Joao,Joao Ananias Jordao ...,T P,337194
6,Rafael,Mario Rafael Ferreir ...,T P,189774 6 Lucas,Lucas de Sousa Barbosa,T P,404897
7,Willian,Willian da Silva Lima,T P,310477 7 Guilherme,Guilherme Afonso Sil...,T P,350702
8,Werick,Werick Souza de Assis,T P,508734 8 Fillipe So ...,Fillipe Soutto Mayor...,T P,190417
9,Gilberto,Gilberto de Oliveira ...,T P,150901 9 Bruno,Bruno Alves de Souza,T P,360598
10,Heverton,Heverton Duraes Cout ...,T P,159247 10 Pedro Carm ...,Pedro Carmona da Sil...,T P,185034
11,Bruno,Bruno de Morais,T P,341758 11 Helder,Helder Ribeiro Silva,T P,308607
12,Thiago,Thiago Fernandes dos ...,R P,168548 12 Bruno,Bruno Ferreira Ventu...,R P,325261
13,Fernando,Fernando Jose de Ara ...,R P,372305 13 Quipapa,Danilo Augusto Chapo...,R P,384395
14,Victor,Victor Rodrigues Ago ...,R P,320814 14 Guilherme,Guilherme Neves Bati...,R P,387059
15,Clecio,Clecio Nascimento Santos,R P,186065 15 Anderson,Anderson de Freitas ...,R P,299049
16,Santos,Paulo Pimentel dos S ...,R P,178242 16 Patrick,Patrik Marins Vieira,R P,299161
17,Vitor,Vitor de Oliveira Diniz,R P,313382 17 Renato,Renato Henrique Ferr...,R P,335586
18,Matheus,Matheus Afonso Moreira,R P,387976 18 Stefano Yu ...,Stefano Yuri Goncalv...,R P,312228
19,Fernando,Fernado Armando dos  ...,R P,405750,,,
20,Brayan,Brayan Jose Araujo,R P,378584,,,
23,Nikael,Nikael Junior Fernan ...,R P,362103,,,
"",,Comissão Técnica,
"",Brasília / DF,,Náutico / PE
Tecnico:,Luis Carlos Dos S. Souza - CREF 3071 DF,Tecnico:,Luis Carlos Cirne Lima Lorenzi - 60873728 RS
Auxiliar Tecnico:,Carlos Magno Maciel De Paiva - 2062877 DF,Auxiliar Tecnico:,Levi Marcelino Gomes - 631987 PB
Medico:,Paula Graziella D. S. Vodonós - 18558 DF,Medico:,Marcos Antonio G. Lessa - 14075 PE
Preparador Fisico:,Pedro Hugo Barros - RG 164230 DF,Preparador Fisico:,Adriano De Souza Santos - 4012 G/PE
Massagista:,Julio Cesar Da Silva - 30594883 SP,Massagista:,Welington Rodrigues De Oliveira - 57687 MT PE
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
06:00,2T,10,NR,Pedro Carmona da Silva Neto,,Náutico/PE
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
10:00,2T,Brasília/DF,,19 - Fernado Armando dos Santo ...,8 - Werick Souza de Assis
26:00,2T,Brasília/DF,,16 - Paulo Pimentel dos Santos ...,11 - Bruno de Morais
31:00,2T,Náutico/PE,,17 - Renato Henrique Ferreira  ...,6 - Lucas de Sousa Barbosa
33:00,2T,Náutico/PE,,18 - Stefano Yuri Goncalves Al ...,10 - Pedro Carmona da Silva Ne ...
39:00,2T,Brasília/DF,,17 - Vitor de Oliveira Diniz,5 - Pedro Ayub Juliao Junior
45:00,2T,Náutico/PE,,15 - Anderson de Freitas Barbo ...,7 - Guilherme Afonso Silva Lu ...
