"",,Arbitragem
Arbitro:,Luis Teixeira Rocha (CBF-1 / RS),
Arbitro Assistente 1:,Fabio Pereira (FIFA / TO),
Arbitro Assistente 2:,Carlos Henrique Selbach (CBF-2 / RS),
Quarto Arbitro:,Luiz César de Oliveira Magalhães (CBF-2 / CE),
Delegado  Especial:,Olivaldo da Silva Moraes (000 / PA),
Quinto Arbitro:,Heronildo S Freitas da Silva (CBF-1 / PA),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:20Atraso:,,Não Houve Entrada do mandante: 20:32,Atraso:,,Não Houve
Entrada do visitante:,19:21Atraso:,,Não Houve Entrada do visitante: 20:33,Atraso:,,Não Houve
Início 1o Tempo:,19:30 Atraso:,,Não Houve Início do 2o Tempo: 20:35,Atraso:,,Não Houve
Término do 1o Tempo:,20:20 Acréscimo:,,5 min Término do 2o Tempo: 21:32,Acréscimo:,,12 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 1 X 2,,,
"",,,,Relação de Jogadores,,,
"",,Paysandu / PA,,,Fluminense / RJ,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Emerson,Emerson Jose da Conc ...,T P,145650 22 Julio Cesa ...,Julio Cesar Jacobi,T P,169978
2,Yago,Glaybson Yago Souza  ...,T P,364829 3 Gum,Welington Pereira Ro...,T P,167958
3,Thiago,Thiago Martins Bueno,T P,353798 4 Marlon,Marlon Santos da Sil...,T P,308887
4,Gualberto,Gualberto Luiz da Si ...,T P,184894 7 Jean,Jean Raphael Vanderl...,T P,173180
5,Ricardo,Ricardo da Silva Guerra,T P,178569 8 Edson,Edson Felipe da Cruz,T P,291843
6,Joao,Joao Lucas Cardoso,T P,303237 11 Cicero,Cicero Santos,T P,155840
7,Leandro,Leandro Fahel Matos,T P,153030 14 Victor,Victor Oliveira,T P,326861
8,Jhonnatan,Jhonnatan Guimaraes  ...,T P,295956 16 Renato,Jose Renato da Silva...,T P,306019
9,Leandro Ce ...,Leandro de Oliveira  ...,T P,340020 20 Magno,Magno Alves de Araujo,T P,120743
10,Carlos Alb ...,Carlos Alberto Rogge ...,T P,184989 35 Marcos Junio,Marcos Junio Lima do...,T P,339900
11,Aylon,Aylon Darwin Tavella,T P,355362 40 Gustavo,Gustavo Henrique Fur...,T P,313426
12,Ivan,Gilsivan Soares da Silva,R P,169226 1 Klever,Klever Rodrigo Gomes...,R P,178962
13,Dão,Dannyu Francisco dos ...,R P,160610 2 Antonio Ca ...,Antonio Carlos dos S...,R P,161940
14,Pablo,Pablo Renan dos Santos,R P,367990 5 Lucas Pierre,Lucas Pierre Santos ...,R P,156034
15,Paulo,Paulo Otavio Rosa Silva,R P,305758 21 Carlos Hen ...,Carlos Henrique dos ...,R P,150305
16,Augusto Re ...,Augusto Oliveira da  ...,R P,146969 27 Douglas,Douglas Augusto Soar...,R P,308376
17,Djalma,Benedito Moia Varela,R P,364826 29 Vinicius,Vinicius Goes Barbos...,R P,294769
18,Misael,Misael Silva Jansen,R P,169800 32 Lucas,Lucas Gomes da Silva,R P,340218
19,Leonardo,Leonardo Artur de Melo,R P,343349 34 Robert,Robert Gonçalves Santos,R P,308418
20,Betinho,Carlos Alberto Santo ...,R P,166115 38 Higor,Higor Rodrigues Barb...,R P,296566
21,Leandro,Leandro Carvalho da  ...,R P,417861,,,
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
16:00,1T,11,NR,Cicero Santos,,Fluminense/RJ
40:00,1T,2,PN,Glaybson Yago Souza Lisbôa,,Paysandu/PA
08:00,2T,35,NR,Marcos Junio Lima dos Santos,,Fluminense/RJ
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
+2:00,2T,Fluminense/RJ,38 - Higor Rodrigues Barbosa L ...,20 - Magno Alves de Araujo
19:00,1T,Paysandu/PA,18 - Misael Silva Jansen,5 - Ricardo da Silva Guerra
21:00,2T,Paysandu/PA,20 - Carlos Alberto Santos da  ...,7 - Leandro Fahel Matos
29:00,2T,Fluminense/RJ,29 - Vinicius Goes Barbosa de  ...,35 - Marcos Junio Lima dos San ...
42:00,2T,Paysandu/PA,16 - Augusto Oliveira da Silva ...,10 - Carlos Alberto Rogger Dia ...
42:00,2T,Fluminense/RJ,5 - Lucas Pierre Santos Olive ...,8 - Edson Felipe da Cruz
