"",Arbitragem
Arbitro:,Osimar Moreira da Silva Junior (CBF-2 / GO)
Arbitro Assistente 1:,Fledes Rodrigues Santos (CBF-1 / RO)
Arbitro Assistente 2:,Risley Pinheiro Martins (CBF-2 / RO)
Quarto Arbitro:,Arnildo Lino dos Santos (CBF-2 / RO)
Assessor:,Leandro dos Santos Bratti (ASS / RO)
Delegado Local:,ANA CRISTINA LEMOS DA CONCEICAO (000 / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,18:22Atraso:,,Não Houve Entrada do mandante: 19:30,Atraso:,,Não Houve
Entrada do visitante:,18:23Atraso:,,Não Houve Entrada do visitante: 19:30,Atraso:,,Não Houve
Início 1o Tempo:,18:30 Atraso:,,Não Houve Início do 2o Tempo: 19:32,Atraso:,,Não Houve
Término do 1o Tempo:,19:17 Acréscimo:,,2 min Término do 2o Tempo: 20:20,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 2 X 2,,,
"",,,,Relação de Jogadores,,,
"",,Vilhena / RO,,,Rio Branco / AC,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Wagner,Wagner Asmir,T P,181330 1 Ricardo Vi ...,Ricardo Kaschensky Vilar T,P,161666
2,Eduardo,Eduardo Santos Thomaz,T P,187583 2 Pedro Erne ...,Pedro Ernesto de Sou... T,P,186917
3,Andre,Andre Ribeiro Morosini,T P,295003 3 Marcelo,Marcelo Felber de Aguiar T,P,186459
4,Pablo Edua ...,Pablo Eduardo de Alm ...,T A,507065 4 Carciano,Carciano de Jesus Acacio T,P,142966
5,Faustino,Maxsuel Faustino,T P,158337 5 Jackson,Jackson Kassio Reis ... T,P,341760
6,Maycon,Maycon Barros da Silva,T P,333835 6 Tiago,Tiago Oliveira Santos T,P,291711
7,Marcos Cucau,Marcos Antonio Xavie ...,T P,182738 7 Evandro,Evandro Russo Ramos T,P,292295
8,Kleber Wil ...,Kleber Willian Ludug ...,T A,506973 8 Jean,Jean Carlo Carvalho ... T,P,181185
9,Edilson,Edilson Pereira dos  ...,T P,151872 9 Charles,Charles Rodrigues da... T,P,179859
10,Bertozzi,Joao Vitor Bertozzi  ...,T P,459917 10 Robinho,Robson Fernando MendoncaT,P,293709
11,Souza,Heldeson Souza da Cunha,T P,152199 11 Andre,Andre Luiz Leao Lima T,P,184762
12,Juliano,Juliano Matheus Klahold,R P,354855 12 Roger,Roger Henrique Kath R,P,163385
"",,,,13 João,João Carlos da Rocha R,P,384725
"",,,,14 Joel,Joel Campelo Lima R,P,295255
"",,,,15 Tharle,Tharle Giovane Rosad... R,P,187916
"",,,,16 Léo,Leonardo de Oliveira... R,P,367653
"",,,,17 Jeferson,Jeferson Siqueira da... R,P,295707
"",,,,18 Eduardo,Eduardo Mandai Rodrigues R,P,348432
"",,,,19 Mateus,Mateus da Silva Torres R,P,416184
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
23:00,1T,7,NR,Marcos Antonio Xavier Filho,,Vilhena/RO
28:00,1T,7,NR,Evandro Russo Ramos,,Rio Branco/AC
25:00,2T,7,NR,Evandro Russo Ramos,,Rio Branco/AC
42:00,2T,9,NR,Edilson Pereira dos Santos,,Vilhena/RO
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
18:00,2T,Rio Branco/AC,18 - Eduardo Mandai Rodrigues,11 - Andre Luiz Leao Lima
29:00,2T,Rio Branco/AC,14 - Joel Campelo Lima,9 - Charles Rodrigues da Silv ...
37:00,2T,Rio Branco/AC,17 - Jeferson Siqueira da Silv ...,7 - Evandro Russo Ramos
