"",,Arbitragem
Arbitro:,Rafael Martins Diniz (CD / DF),
Arbitro Assistente 1:,Samuel Smith Nobrega Silva (CD / TO),
Arbitro Assistente 2:,Fernando Gomes da Silva (CD / TO),
Quarto Arbitro:,Leandro Cunha de Oliveira (CD / TO),
Assessor:,Edilson Frasao Pereira (CBF / TO),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:53Atraso:,,Não Houve Entrada do mandante: 17:02,Atraso:,,Não Houve
Entrada do visitante:,15:52Atraso:,,Não Houve Entrada do visitante: 17:02,Atraso:,,Não Houve
Início 1o Tempo:,16:00 Atraso:,,Não Houve Início do 2o Tempo: 17:04,Atraso:,,Não Houve
Término do 1o Tempo:,16:49 Acréscimo:,,4 min Término do 2o Tempo: 17:52,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 1,,,Resultado Final: 1 X 3,,,
"",,,Relação de Jogadores,,,
"",,Tocantins Esporte Clube / TO,,Altos / PI,,
No,Apelido,Nome Completo T/R P/A,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Jordan,Jordan Silveira de Jesus T(g) P,357295 1 Rodrigo,Rodrigo Carvalho,T(g) P,159664
2,Henrique,Pedro Henrique Arauj ... T P,185489 2 dos Santos,Leonardo Santos do Vale,T P,189941
3,Marlon,Marlon Junior Dias Pinto T P,357239 3 Leone,Leone Barros Costa J...,T P,303516
4,Junior,Irailton Nascimento  ... T P,292145 4 Marcelo,Marcelo do Amaral Mo...,T P,346376
5,Romario,Romario Nascimento Rocha T P,367949 5 Marconi,Marconi Ribeiro Souza,T P,172261
6,Soares,Raphael Soares dos Reis T P,438288 6 Thiago Alm ...,Thiago Almeida Vieira,T P,342259
7,Daniel,Daniel Justino de Ca ... T P,312957 7 Jeremias,Jeremias Everton de ...,T P,426135
8,Marcos Vin ...,Marcos Vinicius da S ... T P,500177 8 Vagner,Vagner Alves Tavares,T P,401122
9,Igor,Igor dos Santos Lima T P,525922 10 Esquerdinha,Sanaido Pereira da Silva,T P,337959
10,Emerson,Emerson Carvalho de  ... T P,306720 17 Patrick,Patrick dos Santos Silva,T P,363869
11,Arthur Jonas,Arthur Jonas do Rego ... T P,306716 19 Joelson,Joelson Franca Dias,T P,171747
12,Dirley,Dirley Trindade Batista R P,394170 9 Eduardo,Eduardo Ribeiro dos ...,R P,138279
13,Patrick,Patrick Gomes de Oli ... R P,513437 12 Dida,Jose Virginio da Sil...,R P,168927
14,Fábio Júnior,Fábio Júnior Jorge d ... R P,364480 13 Vitor,Vitor Vericimo Salvador,R P,394716
15,Adriano,Adriano Jorge da Silva R A,535658 14 Chiquinho,Francisco Lopes dos ...,R P,188507
16,Pedro,Pedro Henrique Figue ... R P,443529 15 Felipe,Felipe de Souza Macena,R P,348355
17,Edi,Edicarlos Graciliano ... R P,164582 16 Leandro,Leandro Trajano de Lima,R P,350031
"",,,18 Alexsandro ...,Alexsandro Pimenta Vera,R P,517121
"",,Comissão Técnica
"",Tocantins Esporte Clube / TO,Altos / PI
Técnico:,Anquimar Moreira De Oliveira - 043348-RJ,Técnico: Paulo Ricardo Kobayashi  - 17738806 SP
Auxiliar Técnico:,Ocimar Da Silva Marciano - 07946289-1 RJ,Auxiliar Técnico: Marcelo De Almeida Copertino - 233184004 SP
Médico:,Pedro Henryque Perna Batista - 4491To,Médico: Pedro Henryque Perna Batista - 4491 To
Preparador Físico:,X - x,Preparador Físico: Gabriel Sousa Junior - 0861 Ma
Massagista:,Jose Pereira Dos Santos - 348355 -Pi,Massagista: Afrisio Silva Araujo - 1651074 PI
Preparador De GoleiroB:r uno Dos Santos Andrade - 1521990719- Mg,,Preparador De GoleiroW: illiam Gross Stein - 5279616 MG
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
09:00,1T,10,NR,Emerson Carvalho de Oliveira,,Tocantins Esporte Clube/TO
+2,1T,19,NR,Joelson Franca Dias,,Altos/PI
34:00,2T,9,NR,Eduardo Ribeiro dos Santos,,Altos/PI
37:00,2T,9,NR,Eduardo Ribeiro dos Santos,,Altos/PI
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Tocantins Esporte Clube/TO,14 - Fábio Júnior Jorge da Sil ...,8 - Marcos Vinicius da Silva  ...
38:00,1T,Altos/PI,9 - Eduardo Ribeiro dos Santo ...,17 - Patrick dos Santos Silva
21:00,2T,Altos/PI,18 - Alexsandro Pimenta Vera,7 - Jeremias Everton de Almei ...
22:00,2T,Altos/PI,16 - Leandro Trajano de Lima,8 - Vagner Alves Tavares
28:00,2T,Tocantins Esporte Clube/TO,13 - Patrick Gomes de Oliveira ...,6 - Raphael Soares dos Reis
33:00,2T,Tocantins Esporte Clube/TO,17 - Edicarlos Graciliano de Q ...,9 - Igor dos Santos Lima
