"",Arbitragem
Arbitro:,Braulio da Silva Machado (ASP-FIFA / SC)
Arbitro Assistente 1:,Henrique Neu Ribeiro (CBF-2 / SC)
Arbitro Assistente 2:,Ramires Santos Candido (CBF-2 / ES)
Quarto Arbitro:,Clizaldo L M Di Pace França (CBF-2 / PB)
Assessor:,Joao Bosco Honorato (000 / PB)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,15:50Atraso:,,Não Houve Entrada do mandante: 17:00,Atraso:,,Não Houve
Entrada do visitante:,15:50Atraso:,,Não Houve Entrada do visitante: 17:00,Atraso:,,Não Houve
Início 1o Tempo:,16:00 Atraso:,,Não Houve Início do 2o Tempo: 17:02,Atraso:,,Não Houve
Término do 1o Tempo:,16:47 Acréscimo:,,2 min Término do 2o Tempo: 17:51,Acréscimo:,,4 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 2 X 0,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,15:50,Atraso:,Não Houve Entrada do mandante:,17:00,Atraso:,Não Houve
Início 1o Tempo:,16:00,Atraso:,Não Houve,Início do 2o Tempo:,17:02,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Michel Alves,Michel Aluizio da Cr ...,T P,146379,1,Thiago,Thiago Braga de Souza,T P,153971
"",,Comissão Técnica
"",Botafogo / PB,Asa / AL
Massagista:,Ermirio De Souza Lima Filho - 903501-PB,Técnico: Paulo Foiani - 5334079-2-PR
Médico:,Fabio Farias De Lima - 4680-PB,Auxiliar Técnico: Rogerio De Castro Abreu - 47958981-1-SP
Técnico:,Itamar Schulle - 5223-4-SC,Médico: Celso Marcos Da Silva - 4635-AL
Auxiliar Técnico:,Lucas Adami Isotton - 855320028,Preparador Físico: Itamar Lisboa - 018198-G-SP
Auxiliar Técnico:,Lucas Adami Isotton - 2074559077,Massagista: Valdir Dos Santos - 617079-AL
Preparador Físico:,Carlos Alberto Bedin - 3671-9-SC,Preparador De GoleiroA:n derson Cardoso Oliveira - 238008-MG
Preparador De GoleiroS:i lvano De Morais Silva - 74485734-SC,,
"",,Gols
Tempo 1T/2T,No Tipo Nome do Jogador,Equipe
23:00 1T,7 NR Jardson Marcolino Coelho,Botafogo/PB
39:00 2T,9 NR Rodrigo Silva,Botafogo/PB
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
13:00,2T,Asa/AL,,17 - Dinelson dos Santos Lima,11 - Guilherme Rodrigues Morei ...
23:00,2T,Asa/AL,,15 - Max Willian Carrasco,8 - Jose Ramalho Carvalho de  ...
25:00,2T,Botafogo/PB,,15 - Henik Luiz de Andrade,7 - Jardson Marcolino Coelho
28:00,2T,Asa/AL,,13 - Igor Aquino da Silva,6 - Gilmar Lourenco da Silva
31:00,2T,Botafogo/PB,,19 - Lourival Rodrigues Assis  ...,8 - Pedro Henrique de Castro  ...
33:00,2T,Botafogo/PB,,20 - Carlos Antonio de Souza J ...,11 - Daniel Tiago Duarte
