"",Arbitragem
Arbitro:,Vinicius Gonçalves Dias Araujo (AB / SP)
Arbitro Assistente 1:,Anderson José de Moraes Coelho (AB / SP)
Arbitro Assistente 2:,Bruno Salgado Rizo (AB / SP)
Quarto Arbitro:,Devarly Lira do Rosario (CD / ES)
Delegado Local:,Raphael Martins Penitente (CBF / ES)
Analista de Campo:,Geraldo Pimentel Rodrigues (CBF / ES)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:20Atraso:,,Não Houve Entrada do mandante: 22:30,Atraso:,,Não Houve
Entrada do visitante:,21:20Atraso:,,Não Houve Entrada do visitante: 22:31,Atraso:,,Não Houve
Início 1o Tempo:,21:30 Atraso:,,Não Houve Início do 2o Tempo: 22:33,Atraso:,,Não Houve
Término do 1o Tempo:,22:21 Acréscimo:,,3 min Término do 2o Tempo: 23:24,Acréscimo:,,3 min
Resultado do 1o Tempo: 0 X 1,,,Resultado Final: 0 X 2,,,
"",,,,Relação de Jogadores,,,
"",,Serra / ES,,,Vasco da Gama / RJ,,
No,Apelido,Nome Completo,T/R P/A,CBF No Apelido,Nome Completo T/R P/A,,CBF
1,Negao,Walter Alves Neto,T(g) P,164656 1 Fernando M ...,Fernando Miguel KaufmannT (g),P,159684
2,Gilmar,Gilmar Oliveira Mour ...,T P,523518 2 Raul Caceres,Raul Alejandro Cacer... T,P,646420
4,Renato,Renato de Oliveira E ...,T P,324977 5 Leandro,Leandro Castan da Silva T,P,164170
5,Caetano,Bruno Caetano de Sousa,T P,167722 10 Bruno,Bruno Cesar Zanaki T,P,171936
6,Pedro Henr ...,Pedro Henrique Peixo ...,T P,351870 11 Maxi Lopez,Maximiliano Gaston Lopez T,P,308333
7,Rodriguinho,Rodrigo Alencar Rosa ...,T P,161644 14 Danilo,Danilo Carvalho Barcelos T,P,313755
8,Guilherme,Guilherme Silva de O ...,T P,320862 18 Lucas,Lucas da Silva Izidoro T,P,389361
9,Israel,Israel do Nascimento ...,T P,403182 22 Yago,Glaybson Yago Souza ... T,P,364829
10,Emilio,Emilio Lotero Damazio,T P,299876 31 Raul,Raul Lo Goncalves T,P,446399
11,Welesson B ...,Welesson Barreto Borges,T P,459518 34 Werley,Werley Ananias da Silva T,P,172411
19,Alex,Alex Augusto Martins ...,T P,402945 38 Marrony,Marrony da Silva Lib... T,P,463599
12,Cristiano,Cristiano de Freitas ...,R(g) P,371703 44 Jordi,Jordi Martins Almeida R(g),P,320196
3,Lacraia,Rodrigo de Paula Oli ...,R P,182614 3 Henriquez,Oswaldo Jose Henriqu... R,P,541170
13,Felipe,Felipe Pereira dos S ...,R P,307662 6 Fellipe,Fellipe Ramos Ignez ... R,P,357424
14,Hebert,Hebert Leal dos Santos,R P,518749 7 Rossi,Rosicley Pereira da ... R,P,314059
15,Madison,Madison Leppaus do N ...,R P,343581 9 Lucas Riba ...,Lucas Ribamar Lopes ... R,P,413248
16,Marcos Ant ...,Marcos Antonio Batis ...,R P,370815 13 Luiz,Luiz Gustavo Tavares... R,P,300856
17,Maycon,Maycon Vieira de Freitas,R P,147220 15 Andrey,Andrey Ramos do Nasc... R,P,404816
18,Joelson,Joelson Santos da Silva,R P,138185 20 Yan Sasse,Yan Medeiros Sasse R,P,364085
20,Darlan,Darlan Quintiliano M ...,R P,522530 25 Willian,Willian Marlon Ferre... R,P,421180
21,Diego,Diego Cesar Monteiro ...,R P,327463 27 Tiago Rodr ...,Tiago Rodrigues dos Reis R,P,518160
22,Diego,Diego Falcao Alves,R P,401923 28 Eduardo,Eduardo Feitoza Sampaio R,P,434038
"",,,,37 Henrique,Henrique Silva Milagres R,P,308965
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
26:00,1T,18,NR,Lucas da Silva Izidoro,,Vasco da Gama/RJ
+2,2T,9,NR,Lucas Ribamar Lopes dos Santos Bibiano,,Vasco da Gama/RJ
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
+1:00,1T,Vasco da Gama/RJ,20 - Yan Medeiros Sasse,38 - Marrony da Silva Liberato ...
45:00,INT,Serra/ES,20 - Darlan Quintiliano Machad ...,10 - Emilio Lotero Damazio
12:00,2T,Serra/ES,21 - Diego Cesar Monteiro Noro ...,8 - Guilherme Silva de Olivei ...
18:00,2T,Vasco da Gama/RJ,7 - Rosicley Pereira da Silva ...,10 - Bruno Cesar Zanaki
27:00,2T,Serra/ES,15 - Madison Leppaus do Nascim ...,11 - Welesson Barreto Borges
32:00,2T,Vasco da Gama/RJ,9 - Lucas Ribamar Lopes dos S ...,11 - Maximiliano Gaston Lopez
