"",Arbitragem
Arbitro:,Elmo Alves Resende Cunha (ESP-2 / GO)
Arbitro Assistente 1:,Cristhian Passos Sorence (ESP-2 / GO)
Arbitro Assistente 2:,Evandro Gomes Ferreira (CBF-1 / GO)
Quarto Arbitro:,Paulo Sergio Santos Moreira (CBF-1 / MA)
Assessor:,Raimundo Benjamim Simas Júnior (ASS / MA)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:18Atraso:,,Não Houve Entrada do mandante: 21:35,Atraso:,,Não Houve
Entrada do visitante:,20:17Atraso:,,Não Houve Entrada do visitante: 21:35,Atraso:,,Não Houve
Início 1o Tempo:,20:30 Atraso:,,Não Houve Início do 2o Tempo: 21:36,Atraso:,,Não Houve
Término do 1o Tempo:,21:21 Acréscimo:,,6 min Término do 2o Tempo: 22:23,Acréscimo:,,2 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 0 X 0,,,
"",,,,Relação de Jogadores,,,
"",,Sampaio Correa / MA,,,América / MG,,
No,Apelido,Nome Completo T/R P/A,,CBF No Apelido,Nome Completo,T/R P/A,CBF
1,Rodrigo Ra ...,Rodrigo Ramos Massensini T,P,135603 1 Fernando L ...,Fernando Leal Fonseca,T P,151033
2,Mimica,Ademilson Silva Marques T,P,172741 2 Adalberto,Adalberto Hilario Fe...,T P,165391
3,Edimar,Edimar de Oliveira M ... T,P,185649 3 Renato San ...,Renato dos Santos,T P,164070
4,Luiz,Luiz Otavio Anacleto ... T,P,291651 4 Vitor Hugo,Vitor Hugo Franchesc...,T P,300140
5,Jonas,Jonas Gomes de Sousa T,P,334490 5 Caçapava,Thiago dos Santos,T P,293712
6,Wilian,Wilian Simoes T,P,187522 6 Gilson,Gilson Gomes do Nasc...,T P,167201
7,Valber,Valber Mendes Ferreira T,P,148584 7 Diney,Valdisney Costa dos ...,T P,298359
8,Marino,Marino da Silva T,P,341779 8 Andrei,Andrei Girotto,T P,330966
9,William,William Gomes Martins T,P,188113 9 Obina,Manuel de Brito Filho,T P,155743
10,Eloir,Eloir Silva Moreira T,P,184656 10 Renan,Renan Henrique Olive...,T P,178684
11,Can,Gladson do Nascimento T,P,178848 11 Willians,Willians dos Santos ...,T P,176738
12,Godo,Gottfried Antonio Golz R,P,306259 12 Joao,Joao Ricardo Riedi,R P,298660
13,Robinho,Robson Mauricio Mour ... R,P,175123 13 Junior Lemos,Jose Eustaquio Alves...,R P,324503
14,Tote,Joao Nilson Ferreira ... R,P,186106 14 Andrezinho,Andre Ricardo de Oli...,R P,306140
15,Luis,Luis Arlindo de Jesu ... R,P,139757 15 Cesar,Cesar Ricardo de Lucena,R P,139903
16,Cleiton,Cleiton Cortes Souza R,P,185401 16 Dorival,Dorival Das Neves Fe...,R P,177911
17,Anderson,Anderson Wanderllan  ... R,P,183546 17 Diego,Diego Henrique Teodoro,R P,336643
18,Teodorico,Teodorico Caldeira C ... R,P,293025 18 Junior Negao,Gleidionor Figueired...,R P,174846
19,Itallo,Itallo Phellipe dos  ... R,P,316317 19 Bruno,Bruno Cardoso Gonçal...,R P,305973
20,Cascata,Antonio Givanildo da ... R,P,166508,,,
21,Waldir,Waldir da Silva Filho R,P,292182,,,
22,Celio,Celio Luis de Sousa  ... R,P,292621,,,
"",,Comissão Técnica,
"",Sampaio Correa / MA,,América / MG
Tecnico:,Luis Carlos Delorenzi - 1027274784 RS,Tecnico:,Moacir Vieira De Araujo Junior - 2932001
Auxiliar Tecnico:,Jorge Delorenzi Neto - 1039188841,Auxiliar Tecnico:,Claudio Mendes Prates - 3389BA
Medico:,Andre Luis Neves - 3527MA,Medico:,Afonso Rangel De Souza - 9618
Preparador Fisico:,Marcelo Rohling - 3202289SC,Preparador Fisico:,Emerson Luiz Buck - 8057PR
Massagista:,Manoel Haroldo Alves Da Silva - 90631398-8MA,Massagista:,Silvio Junio Nunes Da Silva - 4761735
"",,,,Substituições,
Tempo,1T/2T,,Equipe,Entrou,Saiu
36:00,1T,América/MG,,16 - Dorival das Neves Ferraz  ...,7 - Valdisney Costa dos Santo ...
44:00,1T,América/MG,,14 - Andre Ricardo de Oliveira ...,3 - Renato dos Santos
19:00,2T,Sampaio Correa/MA,,17 - Anderson Wanderllan de Mo ...,11 - Gladson do Nascimento
38:00,2T,América/MG,,19 - Bruno Cardoso Gonçalves S ...,10 - Renan Henrique Oliveira V ...
39:00,2T,Sampaio Correa/MA,,22 - Celio Luis de Sousa Bispo ...,9 - William Gomes Martins
42:00,2T,Sampaio Correa/MA,,21 - Waldir da Silva Filho,7 - Valber Mendes Ferreira
