"",,Arbitragem
Arbitro:,Rodolpho Toski Marques (CBF-1 / ),
Arbitro Assistente 1:,Ivan Carlos Bohn (CBF-1 / PR),
Arbitro Assistente 2:,Adair Carlos Mondini (CBF-1 / PR),
Quarto Arbitro:,Gleydson Ferreira Leite (CBF-2 / PE),
Assessor:,Elias Coelho da Silva (ASS / ),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,19:20Atraso:,,Não Houve Entrada do mandante: 20:28,Atraso:,,Não Houve
Entrada do visitante:,19:20Atraso:,,Não Houve Entrada do visitante: 20:29,Atraso:,,Não Houve
Início 1o Tempo:,19:30 Atraso:,,Não Houve Início do 2o Tempo: 20:30,Atraso:,,Não Houve
Término do 1o Tempo:,20:15 Acréscimo:,,Não Houve Término do 2o Tempo: 21:17,Acréscimo:,,2 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,19:20,Atraso:,Não Houve Entrada do mandante:,20:28,Atraso:,Não Houve
Início 1o Tempo:,19:30,Atraso:,Não Houve,Início do 2o Tempo:,20:30,Atraso:,Não Houve
"",Relação de Jogadores,,
Santa Cruz / PE,América / MG,,
Horário de Entrega da Relação de Jogadores: 18:25,Horário de Entrega da Relação de Jogadores: 18:29,,
No Apelido Nome Completo T/R P/A,CBF No Apelido Nome Completo,T/R P/A,CBF
1 Tiago Card ... Tiago Cardoso dos Santos T P,160028 1 Matheus Matheus Lima Magalhaes,T P,323643
2 Nininho Salatiel Bartolomeu  ... T P,313712 2 Willians Willians dos Santos ...,T P,176738
3 Everton Sena Antonio Everton Sena ... T P,310724 3 Andrezinho Andre Ricardo de Oli...,T P,306140
4 Renan Renan de Oliveira Fo ... T P,298402 4 Victor Hugo Victor Hugo Rodrigue...,T P,346219
5 Sandro Sandro Manoel dos Santos T P,172314 5 Caçapava Thiago dos Santos,T P,293712
6 Renato Lima Renato Gonçalves de Lima T P,341132 6 Gilson Gilson Gomes do Nasc...,T P,167201
7 Emerson Emerson Gomes de Moura T P,183099 7 Pablo Pablo de Barros Paulino,T P,181190
8 Danilo Danilo Pires Costa T P,302560 8 Andrei Andrei Girotto,T P,330966
9 Leonardo Leonardo Gamalho de  ... T P,168982 9 Obina Manuel de Brito Filho,T P,155743
10 Carlos Alb ... Carlos Alberto da Si ... T P,177362 10 Mancini Alessandro Faioli Am...,T P,134046
11 Pingo Tarcisio Lopes da Silva T P,308083 11 Ricardinho Ricardo Alves Pereira,T P,170036
12 Campos Frederico Luis Ladei ... R P,161587 12 Igor Igor Rayan de Olivei...,R P,299792
13 Oziel Oziel Franca da Silva R P,172112 13 Carlos Ren ... Carlos Renato Laurin...,R P,307111
14 Leandro Leandro Rosa de Souza R P,159632 14 Renato San ... Renato dos Santos,R P,164070
15 Julinho Julio Cesar Godinho  ... R P,177469 15 Elson Elson Ferreira de Souza,R P,186825
16 Luciano So ... Luciano Pazzini Prado R P,149679 16 Dorival Dorival Das Neves Fe...,R P,177911
17 Raul Raul Victor da Silva ... R P,137471 17 Henrique Henrique Costa Goncalves,R P,330491
18 Flavio Flavio Augusto do Na ... R P,177145 18 Junior Negao Gleidionor Figueired...,R P,174846
19 Betinho Carlos Alberto Santo ... R P,166115 19 Diney Valdisney Costa dos ...,R P,298359
20 Adilson Adilson dos Santos Souza R P,163706,,
"",,Comissão Técnica,
"",Santa Cruz / PE,,América / MG
Tecnico:,Ivanilton Sérgio Guedes - 12526388-0,Tecnico:,Moacir Vieira De Araújo Junior - 2932001
Auxiliar Tecnico:,José Everaldo Thomazotti Pierrotti - 28085760697,Auxiliar Tecnico:,Claudio Mendes Prates - 003389
Medico:,Gilson De Resende - 4294,Medico:,Afonso Rangel De Souza - 9618
Preparador Fisico:,Jailton Cintra Peixoto De Vasconcelos - 974-G,Preparador Fisico:,Emerson Luiz Buck - 8057
Massagista:,Paulo Fernando De Araújo Melo - 2881691,Massagista:,José Dos Santos - 3153313
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
07:00,2T,8,NR,Danilo Pires Costa,,Santa Cruz/PE
23:00,2T,2,NR,Willians dos Santos Santana,,América/MG
"",,,,Substituições,,
Tempo,1T/2T,,Equipe,Entrou,,Saiu
18:00,2T,América/MG,,15 - Elson Ferreira de Souza,8 - Andrei Girotto,
26:00,2T,Santa Cruz/PE,,18 - Flavio Augusto do Nascime ...,8 - Danilo Pires Costa,
32:00,2T,América/MG,,17 - Henrique Costa Goncalves,2 - Willians dos Santos Santa ...,
33:00,2T,Santa Cruz/PE,,17 - Raul Victor da Silva Caja ...,11 - Tarcisio Lopes da Silva,
37:00,2T,América/MG,,13 - Carlos Renato Laurindo da ...,11 - Ricardo Alves Pereira,
38:00,2T,Santa Cruz/PE,,19 - Carlos Alberto Santos da  ...,9 - Leonardo Gamalho de Souza ...,
