"",,Arbitragem
Arbitro:,Daniel Nobre Bins (CBF-1 / RS),
Arbitro Assistente 1:,Michael Stanislau (CBF-3 / RS),
Arbitro Assistente 2:,Antonio Joao do Prado Lima Albornoz (CBF-3 / RS),
Quarto Arbitro:,Elvis Siqueira de Almeida (CBF-2 / ES),
Assessor:,Jose Tarcisio Coelho (ASS / ES),
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,16:20Atraso:,,Não Houve Entrada do mandante: 17:30,Atraso:,,Não Houve
Entrada do visitante:,16:20Atraso:,,Não Houve Entrada do visitante: 17:30,Atraso:,,Não Houve
Início 1o Tempo:,16:30 Atraso:,,Não Houve Início do 2o Tempo: 17:32,Atraso:,,Não Houve
Término do 1o Tempo:,17:17 Acréscimo:,,2 min Término do 2o Tempo: 18:21,Acréscimo:,,4 min
Resultado do 1o Tempo: 0 X 0,,,Resultado Final: 1 X 1,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,16:20,Atraso:,Não Houve Entrada do mandante:,17:30,Atraso:,Não Houve
Início 1o Tempo:,16:30,Atraso:,Não Houve,Início do 2o Tempo:,17:32,Atraso:,Não Houve
No,Apelido,Nome Completo,T/R P/A,CBF,No,Apelido,Nome Completo,T/R P/A,CBF
1,Alan,Alan Costa Faria,T P,152238,1,Gabriel,Gabriel Miotti de Ol...,T P,316732
"",,Comissão Técnica,
"",Espirito Santo / ES,,Audax / SP
Técnico:,Wagner Nascimento  - 6344G/RJ,Técnico:,Vinicius Da Cunha Munhoz - 9073921745
Auxiliar Técnico:,Estevão Toniato - 1492183,Auxiliar Técnico:,Jailson Pita De Santana - 53048109
Médico:,Marcelo Dettogni Sarmenghi - 7008,Médico:,Marcelo Dettogni Sarmenghi - 7008
Preparador Físico:,Wesley Martinelli - 1938G/ES,Preparador Físico:,Luciano Carioca Da Silva - 020839G/SP
Massagista:,Ivandilson Almeida De Souza - 1087392,Massagista:,Ivan Cezar Sabino - 231515212
Preparador De GoleiroE:r asmo De Assis Serafim - 1034287,,,
"",,Gols,
Tempo 1T/2T,No Tipo Nome do Jogador,,Equipe
24:00 2T,20 NR Joelson Santos da Silva,,Espirito Santo/ES
43:00 2T,4 NR Vinicius Ciganha Marques Gouvea,,Audax/SP
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
11:00,2T,Espirito Santo/ES,20 - Joelson Santos da Silva,10 - Gerlem Willian de Jesus A ...
18:00,2T,Espirito Santo/ES,19 - Julio Cezar de Moura Alme ...,11 - Vitor Bremide Sales
25:00,2T,Audax/SP,16 - Lucas da Silva Xavier,11 - Samoel Demetrius Pizzi
25:00,2T,Audax/SP,15 - Bruno Candido Farias,10 - Henrique Sanchotene Silva ...
30:00,2T,Espirito Santo/ES,15 - Edmar Alves de Oliveira,2 - Magno Nunes Rodrigues
32:00,2T,Audax/SP,18 - Marcos Vinicius Gomes de  ...,7 - Nathan do Rego Ferreira
