"",Arbitragem
Arbitro:,Pablo Ramon Goncalves Pinheiro (CBF-1 / RN)
Arbitro Assistente 1:,Vinicius Melo de Lima (CBF-2 / RN)
Arbitro Assistente 2:,Jean Marcio dos Santos (CBF-2 / )
Quarto Arbitro:,Flavio Rodrigues de Souza (CBF-2 / SP)
Assessor:,Almir Alves de Mello (ASS / )
Delegado  Especial:,Nilson de Souza Monção (ASS / SP)
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,21:38Atraso:,,Não Houve Entrada do mandante: 22:50,Atraso:,,Não Houve
Entrada do visitante:,21:39Atraso:,,Não Houve Entrada do visitante: 22:50,Atraso:,,Não Houve
Início 1o Tempo:,21:50 Atraso:,,Não Houve Início do 2o Tempo: 22:52,Atraso:,,Não Houve
Término do 1o Tempo:,22:37 Acréscimo:,,2 min Término do 2o Tempo: 23:41,Acréscimo:,,4 min
Resultado do 1o Tempo: 2 X 1,,,Resultado Final: 4 X 2,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,21:38,Atraso:,Não Houve Entrada do mandante:,22:50,Atraso:,Não Houve
Início 1o Tempo:,21:50,Atraso:,Não Houve,Início do 2o Tempo:,22:52,Atraso:,Não Houve
"",Relação de Jogadores,,
Santos / SP,Princesa do Solimões / AM,,
Horário de Entrega da Relação de Jogadores: 01:00,Horário de Entrega da Relação de Jogadores: 01:00,,
No Apelido Nome Completo T/R P/A,CBF No Apelido Nome Completo T/R P/A,,CBF
1 Aranha Mario Lucio Duarte Costa T P,142720 1 Raice Rascifran de Sena Souza,T P,166597
4 Cicinho Neuciano de Jesus Gusmao T P,185679 3 Lidio Lidio Chacon Juliao,T P,174713
5 Marcos Marcos Arouca da Silva T P,161941 4 Clayton Clayton Robson de Lima,T P,165010
7 Gabriel Gabriel Barbosa Almeida T P,337830 5 Rondinelli Rondinelle Paixao Al...,T P,138276
10 Gigio Geuvanio Santos Silva T P,311336 10 Michell Michell Carvalho Machado,T P,166724
11 Thiago Rib ... Thiago Ribeiro Cardoso T P,164974 11 Marinelson Marinelson Saldanha ...,T P,164841
15 Eugenio Eugenio Esteban Mena ... T P,445840 13 Thiago Thiago Brandao Barra,T P,177717
20 Lucas Lucas Rafael Araujo Lima T P,331937 16 Deurick Deurick Jhonatan da ...,T P,164717
29 Alison Alison Lopes Ferreira T P,308980 17 Amaral Cleyton da Silva Reis,T P,292110
36 Jubal Jubal Rocha Mendes J ... T P,338751 18 Branco Josinaldo Lima dos S...,T P,163722
44 Bruno Uvin ... Bruno Uvini Bortolanca T P,187314 20 Fininho Joelson Amorim Guedes,T P,156761
12 Vladimir Vladimir Orlando Car ... R P,180622 2 Grow Sidimar Rodrigues da... R,P,291433
13 Bruno Bruno da Silva Peres R P,303981 7 Edinho Raimundo Edinho de S... R,P,341995
17 Victor Victor Andrade Santos R P,316763 9 Junior Baié Abraim Junior Franco... R,P,309569
19 Stefano Yu ... Stefano Yuri Goncalv ... R P,312228 14 Guilherme Guilherme Lima Menezes R,P,375640
21 Leandro Leandro Cordeiro de  ... R P,322398 15 Peru Fernando dos Santos ... R,P,167143
28 Neto Helio Hermito Zampie ... R P,170061 21 Toró Alessandro dos Santo... R,P,308740
30 Diego Diego Cardoso Nogueira R P,316752 22 Milton Milton Martins da Silva R,P,155078
37 Jose Jose Carlos Cracco Neto R P,294382 23 Alessandro ... Alessandro Liborio V... R,P,156228
39 Jorge Jorge Eduardo Pedro  ... R P,307976,,
40 Nailson Nailson Fernando Med ... R P,330803,,
41 Sergio Sergio Antonio Soler ... R P,328835,,
"",,Comissão Técnica,
"",Santos / SP,,Princesa do Solimões / AM
Tecnico:,Oswaldo De Oliveira Filho - 2751822,Tecnico:,Marcos Francisco Bastos Alexandre - 12388572
Auxiliar Tecnico:,Luiz Alberto Da Silva  - 2937926,Auxiliar Tecnico:,Francisco Carlos Moreira De Oliveira - 09205365
Medico:,Dr. Ricardo De Serro Azul Nobre - 116120,Medico:,Luiz Carlos Lopes Ferreira Junior - 128278
Preparador Fisico:,Ricardo Pereira Rosa - 004304-G,Preparador Fisico:,Elysson Raul Ferreira Batista  - 001530
Massagista:,Jose Jorge Jesuino  - 123721337,Massagista:,Paulo Gomes Da Silva - 02298104
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
18:00,1T,7,NR,Gabriel Barbosa Almeida,,Santos/SP
25:00,1T,4,NR,Neuciano de Jesus Gusmao,,Santos/SP
38:00,1T,10,NR,Michell Carvalho Machado,,Princesa do Solimões/AM
10:00,2T,4,CT,Clayton Robson de Lima,,Princesa do Solimões/AM
13:00,2T,16,NR,Deurick Jhonatan da Silva Pinheiro,,Princesa do Solimões/AM
25:00,2T,11,NR,Thiago Ribeiro Cardoso,,Santos/SP
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
13:00,2T,Princesa do Solimões/AM,7 - Raimundo Edinho de Souza  ...,18 - Josinaldo Lima dos Santos ...
20:00,2T,Princesa do Solimões/AM,22 - Milton Martins da Silva,1 - Rascifran de Sena Souza
25:00,2T,Santos/SP,21 - Leandro Cordeiro de Lima  ...,5 - Marcos Arouca da Silva
34:00,2T,Santos/SP,30 - Diego Cardoso Nogueira,11 - Thiago Ribeiro Cardoso
38:00,2T,Princesa do Solimões/AM,23 - Alessandro Liborio Vieira ...,4 - Clayton Robson de Lima
38:00,2T,Santos/SP,37 - Jose Carlos Cracco Neto,15 - Eugenio Esteban Mena Reve ...
