"",Arbitragem
Arbitro:,Cleisson Veloso Pereira (CBF-1 / MG)
Arbitro Assistente 1:,Wesley Moreira de Carvalho (CBF-2 / MG)
Arbitro Assistente 2:,Luiz Antonio Barbosa (CBF-2 / )
Quarto Arbitro:,Marcelo Aparecido R de Souza (CBF-1 / SP)
Assessor:,Carlos Donizeti Pianosqui (ASS / )
"",,,Cronologia,,,
"",1o Tempo,,2o Tempo,,,
Entrada do mandante:,20:19Atraso:,,Não Houve Entrada do mandante: 21:30,Atraso:,,Não Houve
Entrada do visitante:,20:20Atraso:,,Não Houve Entrada do visitante: 21:30,Atraso:,,Não Houve
Início 1o Tempo:,20:30 Atraso:,,Não Houve Início do 2o Tempo: 21:32,Atraso:,,Não Houve
Término do 1o Tempo:,21:17 Acréscimo:,,2 min Término do 2o Tempo: 22:20,Acréscimo:,,3 min
Resultado do 1o Tempo: 1 X 0,,,Resultado Final: 1 X 0,,,
"",,,Cronologia,,,
"",1o Tempo,,,2o Tempo,,
Entrada do mandante:,20:19,Atraso:,Não Houve Entrada do mandante:,21:30,Atraso:,Não Houve
Início 1o Tempo:,20:30,Atraso:,Não Houve,Início do 2o Tempo:,21:32,Atraso:,Não Houve
"",Relação de Jogadores,,
Bragantino / SP,Lajeadense / RS,,
Horário de Entrega da Relação de Jogadores: 19:00,Horário de Entrega da Relação de Jogadores: 19:30,,
No Apelido Nome Completo T/R P/A,CBF No Apelido Nome Completo,T/R P/A,CBF
1 Leandro Leandro Moreira dos  ... T P,158945 1 Eduardo Eduardo Martini,T P,133435
2 Roberto Roberto Santos da Si ... T P,191476 2 Marcio Marcio Gabriel da Silva,T P,144990
3 Andre Asto ... Andre Junior Izepon T P,132934 3 Oliveira Bruno Giglio de Oliveira,T P,162973
4 Guilherme Guilherme Cruz de Mattis T P,291534 4 Everton Everton Goncalves Sa...,T P,183631
5 Francesco Francesco Alvarenga  ... T P,300864 5 Marcio Marcio da Silva Gomes,T P,164348
6 Yago Yago Fernando da Silva T P,317022 6 Marcio Marcio da Silva Diniz,T P,161878
7 Fabiano Fabiano Donato Alves T P,372029 7 Gustavo Gustavo Salgueiro de...,T P,151169
8 Gustavo Gustavo Campanharo T P,295214 8 Dudi Rudiero Possebon,T P,181285
9 Tassio Tassio Maia dos Santos T P,155122 9 Eber Cucchi Eber Luis Cucchi,T P,150937
10 Diego Diego Henrique Lopes ... T P,338353 10 Rennan Rennan Gonçalves de ...,T P,315645
11 Leo Leo Jaime da Silva P ... T P,175901 11 Mateus Mateus Festa Santana,T P,307539
12 Pegorari Jose Guilherme Guido ... R P,293383 12 Vinicius M ... Vinicius Mallmann Parise,R P,448233
13 Marcelo Marcelo Souza Oliveira R P,177569 13 Anelka Murilo Artur Goncalv...,R P,169877
14 Michel Michel Douglas da Silva R P,384140 14 Fabio Fabio Rosa,R P,149854
15 Renato Renato Saraiva Barros R P,185276 15 Almir Almir Junior de Brit...,R P,185904
16 Marcelo Marcelo Passos de Ol ... R P,320812 16 Joao Felipe Joao Felipe Melo de Lima,R P,346990
17 Wagner Wagner Marco da Silv ... R P,378057 17 Ramon Ramon Machado de MacedoR,P,295017
18 Paulinho Paulo Cesar de Oliveira R P,335364 18 Jonas Augusto Bouvié,R,173743
"",,Comissão Técnica,
"",Bragantino / SP,,Lajeadense / RS
Tecnico:,Marcelo Castelo Veiga - 10760374,Tecnico:,Luis Carlos Winck - 4011211836
Auxiliar Tecnico:,Sergio Ricardo Dos Santos - 11926554-0,Auxiliar Tecnico:,José Carlos Da Silva - 1028026902
Medico:,Rodrigo Aleixo Martins - 116.724,Medico:,Rodrigo Aleixo Martins - 116724
Preparador Fisico:,Sandro Sargentim - 4632G-SP,Preparador Fisico:,Marcelo Carneiro - 08454-G-RS
Massagista:,Marcelo José Da Silva - 26713464-SP,Massagista:,Douglas Tedesco - 1085486767
"",,,,,Gols,
Tempo,1T/2T,No,Tipo,Nome do Jogador,,Equipe
32:00,1T,3,NR,Andre Junior Izepon,,Bragantino/SP
"",,,Substituições,
Tempo,1T/2T,Equipe,Entrou,Saiu
45:00,INT,Lajeadense/RS,17 - Ramon Machado de Macedo,7 - Gustavo Salgueiro de Alme ...
17:00,1T,Bragantino/SP,16 - Marcelo Passos de Oliveir ...,10 - Diego Henrique Lopes Oliv ...
27:00,2T,Lajeadense/RS,15 - Almir Junior de Brito Pin ...,10 - Rennan Gonçalves de Olive ...
37:00,2T,Lajeadense/RS,16 - Joao Felipe Melo de Lima,8 - Rudiero Possebon
45:00,2T,Bragantino/SP,15 - Renato Saraiva Barros,16 - Marcelo Passos de Oliveir ...
